id,name,ability,firstNightReminder,otherNightReminder,remindersGlobal,reminders
barista,Thợ pha cà phê,"Mỗi đêm, đến hoàng hôn, 1) 1 người sẽ tỉnh, khỏe mạnh và nhận thông tin đúng, hoặc 2) chức năng của họ được sử dụng 2 lần. Họ biết nó là gì.","Chọn 1 người, gọi họ dậy và thông báo cho họ chức năng tác động lên họ. Sử dụng phù hợp chức năng (thông tin tỉnh/khỏe/đúng hoặc sử dụng chức năng 2 lần).","Chọn 1 người, gọi họ dậy và thông báo cho họ chức năng tác động lên họ. Sử dụng phù hợp chức năng (thông tin tỉnh/khỏe/đúng hoặc sử dụng chức năng 2 lần).",,"Tỉnh & Khỏe,Nhân đôi chức năng"
baron,Nam tước,Có thêm Lữ khách trong game. [+2 Lữ khách],,,,
beggar,Ăn xin,"Bạn phải có thẻ phiểu để bỏ phiếu. Người chết có thể đưa thẻ của họ. Nếu vậy, bạn biết phe của họ. Bạn tỉnh & khỏe mạnh.",,,,
bishop,Giám mục,"Chỉ có Người kể chuyện được biểu quyết. Mỗi ngày, ít nhất 1 người khác phe được biểu quyết.",,,,"Biểu quyết thiện,Biểu quyết ác"
bonecollector,Nhà sưu tầm xương,"Một lần trong game, vào buổi đêm, chọn người chết: họ lấy lại chức năng đến hoàng hôn.",,"Nhà sưu tầm xương có thể lắc đầu hoặc chọn 1 người. Nếu họ chỉ người chết, đặt đánh dấu 'Có chức năng' của Nhà sưu tầm xương cạnh thẻ nhân vật được chọn. (Họ có thể phải thức dậy trong đêm để dùng nó.)",,"Hết chức năng,Có chức năng"
boomdandy,Kẻ giữ bom,"Nếu bạn bị hành quyết, tất cả trừ 3 người chết. 1 phút sau, người có nhiều người chỉ nhất chết.",,,,
bountyhunter,Thợ săn tiền thưởng,"Bạn biết 1 người ác đầu game. Nếu người bạn biết chết, bạn biết 1 người ác khác tối nay. [1 Dân làng là ác]",Chỉ 1 người ác. Gọi dân làng ác dậy và cho họ thấy lá 'Bạn là' và giơ ngón cái xuống thể hiện ác.,"Nếu người ác đã biết chết, chỉ người ác khác. ",,Được biết
buddhist,Phật tử,"Trong 2 phút đầu tiên mỗi ngày, người kỳ cựu không được nói.",,,,
bureaucrat,Công chức,"Mỗi đêm, chọn 1 người (không phải bạn): phiếu của họ được tính là 3 phiếu vào ngày mai.",Công chức chỉ 1 người. Đặt đánh dấu '3 phiếu' của Công chức cạnh thẻ nhân vật của người được chọn.,Công chức chỉ 1 người. Đặt đánh dấu '3 phiếu' của Công chức cạnh thẻ nhân vật của người được chọn.,,3 phiếu
butcher,Hàng thịt,"Mỗi ngày, sau hành quyết đầu tiên, bạn có thể biểu quyết lại.",,,,
butler,Quản gia,"Mỗi đêm, chọn 1 người (không phải bạn). Ngày hôm sau, chỉ đc bỏ phiếu Hành Quyết nếu người đó bỏ phiếu.",Quản gia chỉ 1 người. Đánh dấu người đó là 'Chủ nhân'.,Quản gia chỉ 1 người. Đánh dấu người đó là 'Chủ nhân'.,,Chủ nhân
cannibal,Ăn thịt người,"Bạn có chức năng của người chết vì hành quyết gần nhất. Nếu họ là ác, bạn trúng độc cho đến khi người tốt chết vì hành quyết.",,,,"Trúng độc,Chết hôm nay"
cerenovus,Tẩy não,"Mỗi đêm, chọn 1 người & nhân vật tốt: họ phải 'điên' rằng họ là nhân vật đó, hoặc có thể bị hành quyết ngày mai.","Tẩy não chỉ một người, và một nhân vật trong tờ của họ. Gọi người đó dậy, cho xem lá 'Nhân vật này chọn bạn', và thẻ Tẩy não. Cho xem thẻ nhân vật được chọn. Nếu họ không điên rằng mình là nhân vật đó vào ngày mai, họ có thể bị hành quyết.","Tẩy não chỉ một người, và một nhân vật trong tờ của họ. Gọi người đó dậy, cho xem lá 'Nhân vật này chọn bạn', và thẻ Tẩy não. Cho xem thẻ nhân vật được chọn. Nếu họ không điên rằng mình là nhân vật đó vào ngày mai, họ có thể bị hành quyết.",,Điên
chambermaid,Nữ phục vụ,"Mỗi đêm, chọn 2 người sống (không phải bạn): bạn biết số người thức dậy tối này vì chức năng của họ.","Nữ phục vụ chỉ 2 người. Cho xem dấu hiệu số (0, 1, 2, …) bằng số người thức dậy tối nay vì chức năng của họ.","Nữ phục vụ chỉ 2 người. Cho xem dấu hiệu số (0, 1, 2, …) bằng số người thức dậy tối nay vì chức năng của họ.",,
chef,Đầu bếp,"Đêm đầu tiên, bạn biết có bao nhiêu cặp Phe Xấu ngồi cạnh nhau (hoặc là không có).","Cho xem dấu hiệu số (1, 2,…) bằng số cặp Phe Xấu ngồi cạnh nhau, hoặc 0 nếu không có cặp nào.",,,
choirboy,Ca đoàn,"Nếu Quỷ giết Ông vua, bạn biết người nào là Quỷ. [+ Ông vua]",,"Nếu Ông vua bị giết bởi Quỷ, gọi Ca đoàn dậy và chỉ người là Quỷ.",,
clockmaker,Thợ đồng hồ,Đêm đầu tiên bạn biết khoảng cách từ Quỷ cho đến Tay Sai gần nhất.,"Cho xem dấu hiệu số (1, 2, 3, v.v.) bằng khoảng cách từ Quỷ đến Tay Sai gần nhất.",,,
courtier,Cận thần,"Một lần trong game, trong đêm, chọn 1 nhân vật: họ bị say trong 3 ngày & 3 đêm.","Cận thần có thể lắc đầu, hoặc chỉ 1 nhân vật trong tờ của họ. Nếu Cận thần dùng chức năng của họ: Nếu có nhân vật đó trong game, người đó bị say.","Giảm số ngày còn lại người bị đánh dấu bị bị say. Nếu Cận thần chưa sử dụng chức năng: Cận thần có thể lắc đầu, hoặc chỉ 1 nhân vật trong tờ của họ. Nếu Cận thần dùng chức năng của họ: Nếu có nhân vật đó trong game, người đó bị say.",,"Say 3,Say 2,Say 1,Hết chức năng"
cultleader,Trưởng giáo phái,"Mỗi đêm, bạn có phe của 1 người hàng xóm còn sống. Nếu tất cả những người tốt tham gia giáo phái của bạn, phe bạn thắng.","Nếu trưởng giáo phái đổi phe, cho họ thấy ngón cái lên thể hiện thiện hoặc ngón cái xuống thể hiện ác.","Nếu trưởng giáo phái đổi phe, cho họ thấy ngón cái lên thể hiện thiện hoặc ngón cái xuống thể hiện ác.",,
damsel,Thiếu nữ,"Tất cả tay sai biết bạn trong game. Nếu Tay sai công khai đoán bạn (lần duy nhất), phe bạn thua.","Gọi tất cả tay sai dậy, cho họ xem lá 'Nhân vật này chọn bạn' và thẻ Thiếu nữ.","Nếu được chọn bởi Thợ săn, gọi Thiếu nữ dậy, cho xem lá 'Bạn là' và thẻ Dân làng ngoài game.",,Đã đoán
deusexfiasco,Deus ex Fiasco,"Một lần trong game, Người kể chuyện sẽ ""gây lỗi"", sửa nó và thừa nhận lỗi của mình.",,,,Whoops
deviant,Kẻ lệch lạc,"Nếu bạn hài hước hôm nay, bạn không thể chết vì bị đuổi.",,,,
devilsadvocate,Luật sư của Quỷ,"Mỗi đêm, chọn 1 người sống (khác đêm qua): nếu bị hành quyết ngày mai, họ không chết.",Luật sư của Quỷ chỉ 1 người sống. người đó sống sót hành quyết ngày mai.,"Luật sư của Quỷ chỉ 1 người sống, khác đêm trước. người đó sống sót hành quyết ngày mai.",,Sống sót hành quyết
djinn,Thần đèn,Sử dụng luật đặc biệt của Thần đèn. Tất cả mọi người biết nó là gì.,,,,
doomsayer,Khẩu nghiệp,"Nếu có ít nhất 4 người còn sống, mỗi người sống có thể công khai chọn (một lần duy nhất) một người cùng phe họ để chết.",,,,
dreamer,Mơ mộng,"Mỗi đêm, chọn 1 người (không phải mình hay Lữ Khách): đc biết 1 chức năng tốt và 1 chức năng xấu, 1 trong số đó là đúng.",Mơ mộng chỉ 1 người. Cho xem 1 thẻ nhân vật tốt và 1 thẻ nhân vật xấu; 1 trong số đó là đúng.,Mơ mộng chỉ 1 người. Cho xem 1 thẻ nhân vật tốt và 1 thẻ nhân vật xấu; 1 trong số đó là đúng.,,
drunk,Say rượu,"Bạn không biết bạn là Say rượu. Bạn nghĩ bạn là nhân vật Dân làng, nhưng mà bạn không phải.",,,Say rượu,
duchess,Phu nhân,"Mỗi ngày, 3 người có thể thăm bạn. Trong đêm*, mỗi người thăm sẽ biết được có bao nhiêu người thăm ác, nhưng 1 người nhận sai thông tin.",,,,"Thăm,Thông tin sai"
empath,Đồng cảm,"Mỗi đêm, bạn biết số phe xấu trong 2 hàng xóm sống của bạn.","Cho xem dấu hiệu số (0, 1, 2) bằng số hàng xóm là phe xấu sống bên cạnh Đồng cảm.","Cho xem dấu hiệu số (0, 1, 2) bằng số hàng xóm là Phe Xấu sống bên cạnh Đồng cảm.",,
engineer,Kĩ sư,"Một lần trong game, trong đêm, chọn Quỷ nào hoặc những Tay sai nào trong game.","Kĩ sư có thể lắc đầu, hoặc chỉ 1 Quỷ hoặc chỉ số lượng Tay sai thích hợp. Nếu Kĩ sư chọn nhân vật, thay thế Quỷ hoặc Tay sai với lựa chọn đó, rối gọi người liên quan dậy và cho xem lá 'Bạn là' và những thẻ thích hợp.","Kĩ sư có thể lắc đầu, hoặc chỉ 1 Quỷ hoặc chỉ số lượng Tay sai thích hợp. Nếu Kĩ sư chọn nhân vật, thay thế Quỷ hoặc Tay sai với lựa chọn đó, rối gọi người liên quan dậy và cho xem lá 'Bạn là' và những thẻ thích hợp.",,Hết chức năng
eviltwin,Sinh đôi ác,"Bạn & 1 người khác phe biết nhau. Nếu người đó bị hành quyết, phe Xấu thắng. Phe Tốt không thể thắng nếu 2 người cùng sống.","Gọi Sinh đôi ác và sinh đôi của họ, chắc chắn rằng cả 2 biết nhau. Chỉ Sinh đôi ác, cho xem thẻ ""Sinh đôi ác"" cho Sinh đôi thiện. Chỉ Sinh đôi thiện, cho xem thẻ nhân vật của họ cho Sinh đôi ác.",,,Sinh đôi
exorcist,Thầy trừ tà,"Mỗi đêm*, chọn 1 người (khác đêm qua): Quỷ, nếu được chọn, biết bạn là ai và không thức dậy nữa.",,"Thầy trừ tà chỉ 1 người, khác đêm trước. Nếu ngườ đó là Quỷ: Gọi Quỷ dậy. Cho xem thẻ Thầy trừ tà. Chỉ Thầy trừ tà. Quỷ không hành động đêm nay.",,Được chọn
fanggu,Fang Gu,"Mỗi đêm*, chọn 1 người: họ chết. Lữ khách đầu tiên bị chọn sẽ biến thành Fang Gu mới, theo Phe Xấu & bạn chết. [+1 Lữ khách]",,"Fang Gu chỉ 1 người. người đó chết. Hoặc, nếu người đó là Lữ khách và không có Fang Gu khác: Fang Gu chết thay cho người được chọn. Người được chọn sẽ trở thành Fang Gu ác. Gọi Fang Gu mới dậy. Cho xem lá 'Bạn là, thẻ Fang Gu. Cho xem lá 'Bạn là', và giơ ngón cái xuống thể hiện theo Phe Xấu.",,"Chết,Đầu tiên"
farmer,Nông dân,"Nếu bạn chết trong đêm, 1 người tốt trở thành Nông dân.",,"Nếu 1 Nông dân chết trong đêm, chọn người tốt khác và biến họ thành Nông dân. Gọi người tốt đó dậy, cho họ xem lá 'Bạn là' và thẻ nhân vật Nông dân.",,
fearmonger,Kẻ gây hãi,"Mỗi đêm, chọn 1 người. nếu bạn biểu quyết & hành quyết họ, phe họ thua. Tất cả mọi người biết bạn chọn 1 người mới.",Kẻ gây hãi chỉ 1 người. Đặt thẻ Sợ hãi bên cạnh người đó và thông báo rằng 1 người mới đã được chọn bởi chức năng của Kẻ gây hãi.,"Kẻ gây hãi chỉ 1 người. Nếu khac đêm trước, đặt thẻ Sợ hãi bên cạnh người đó và thông báo rằng 1 người mới đã được chọn bởi chức năng của Kẻ gây hãi.",,Sợ hãi
fibbin,Dối lừa,"1 lần trong game,có thể 1 người tốt nhận thông tin sai.",,,,Đã dùng
fiddler,Người vĩ cầm,"Một lần trong game, Quỷ chọn người khác phe: tất cả mọi người quyết định người thắng trong số 2 người.",,,,
fisherman,Ngư dân,"Một lần trong game, trong ngày, thăm Người kể chuyện để nhận những tư vấn giúp bạn thắng.",,,,Hết chức năng
flowergirl,Bán hoa,"Mỗi đêm*, bạn biết Quỷ có bỏ phiếu hôm nay hay không.",,"Gật đầu 'có' hoặc lắc đầu 'không' tùy theo Quỷ có bỏ phiếu hôm nay không. Đặt thẻ đánh dấu 'Quỷ không bỏ phiếu' (bỏ 'Quỷ bỏ phiếu', nếu có).",,"Quỷ bỏ phiếu, Quỷ không bỏ phiếu"
fool,Thằng ngốc,"Lần đầu bạn chết, bạn không.",,,,Hết chức năng
fortuneteller,Thầy bói,"Mỗi đêm, chọn 2 người: bạn biết trong đó có Quỷ hay không. Có 1 Phe Tốt bị tính là Quỷ đối với bạn.","Thầy bói chỉ 2 người. Đưa dấu hiệu đầu (gật đầu đúng, lắc đầu sai) tùy theo trong số đó có Quỷ không. ","Thầy bói chỉ 2 người. Đưa dấu hiệu đầu (gật đầu đúng, lắc đầu sai) tùy theo trong số đó có Quỷ không. ",,Điểm mù
gambler,Con bạc,"Mỗi đêm*, chọn 1 người & đoán nhân vật của họ: nếu bạn đoán sai, bạn chết.",,"Con bạc chỉ 1 người, và 1 nhân vật trong tờ của họ. Nếu sai, Con bạc chết.",,Chết
gangster,Xã hội đen,"Một lần trong ngày, bạn có thể chọn giết 1 hàng xóm sống, nếu hàng xóm sống còn lại đồng ý.",,,,
general,Đại tướng,"Mỗi đêm, bạn biết phe mà Người kể chuyện nghĩ là đang thắng: thiện, ác, hoặc ngang bằng.","Cho Đại tướng thấy ngón cái lên nếu thiện đang thắng, ngón cái xuống nếu ác đang thắng hoặc ngón cái ngang nếu đang cân bằng.","Cho Đại tướng thấy ngón cái lên nếu thiện đang thắng, ngón cái xuống nếu ác đang thắng hoặc ngón cái ngang nếu đang cân bằng.",,
goblin,Yêu tinh,"Nếu bạn công khai rằng mình là Yêu tinh khi bị biểu quyết & bị hành quyết ngày hôm đó, đội bạn thắng.",,,,Đã khẳng định
godfather,Bố già,"Bạn bắt đầu biết những Lữ khách trong game. Nếu 1 trong số đó chết hôm nay, chọn 1 người đêm nay: họ chết. [−1 or +1 Lữ khách]",Cho xem tất cả thẻ Lữ khách trong game.,Nếu Lữ khách chết hôm nay: Bố già chỉ 1 người. người đó chết.,,"Chết hôm nay,Chết"
golem,Golem,"Bạn chỉ được biểu quyết 1 lần trong game. Khi đó, nếu người được biểu quyết không phải là Quỷ, họ chết.",,,,Không thể biểu quyết
goon,Bất lương,"Mỗi đêm, người đầu tiên chọn bạn bằng chức năng của họ sẽ bị say đến hoàng hôm. Bạn trở thành phe người đó.",,,,Say
gossip,Bà tám,"Mỗi ngày, bạn có thể đưa ra 1 mệnh đề công khai. Đêm nay, nếu nó đúng, 1 người chết.",,Nếu mệnh đề công khai của Bà tám là đúng: Chọn 1 người không được bảo vệ khỏi cái chết tối nay. người đó chết.,,Chết
grandmother,Bà ngoại,"Bạn bắt đầu biết 1 người thiện & nhân vật của họ. Nếu Quỷ giết họ, bạn chết theo.",Cho xem thẻ nhân vật được đánh dấu. Chỉ người được đánh dấu.,Nếu cháu của Bà ngoại bị giết bởi Quỷ tối nay: Bà ngoại chết.,,Cháu ngoại
gunslinger,Xạ thủ,"Mỗi ngày, sau khi phiếu bầu đầu tiên được đếm, bạn có thể chọn 1 người bỏ phiếu: họ chết.",,,,
harlot,Gái điếm,"Mỗi đêm*, chọn 1 người sống: nếu họ đồng ý, bạn biết nhân vật của họ, nhưng cả hai có thể chết.",,"Gái điếm chỉ bất kì người nào. Rồi cho Gái điếm đi ngủ. Gọi người được chọn, Cho họ xem lá 'Nhân vật này chọn bạn', và thẻ Gái điếm. người đó có thể gật đầu có hoặc lắc đầu không. Nếu họ gật đầu có, gọi Gái điếm và cho xem thẻ nhân vật của người được chọn. Rồi bạn có thể cho cả hai cùng chết.",,Chết
harpy,Harpy,"Each night, choose 2 players: tomorrow, the 1st player is mad that the 2nd is evil, or both might die.","Wake the Harpy; they point at one player, then another. Wake the 1st player the Harpy pointed to, show them the 'This character has selected you' card, show them the Harpy token, then point at the 2nd player the Harpy pointed to.","Wake the Harpy; they point at one player, then another. Wake the 1st player the Harpy pointed to, show them the 'This character has selected you' card, show them the Harpy token, then point at the 2nd player the Harpy pointed to.",,"Mad, 2nd"
hellslibrarian,Thư viện Địa ngục,Điều xấu có thể xảy ra với người nói khi Người kể chuyện cần im lặng.,,,,Điều xấu
heretic,Dị giáo,"Ai thắng, thua & ai thua, thắng, ngay cả khi bạn đã chết",,,,
highpriestess,High Priestess,"Each night, learn which player the Storyteller believes you should talk to most.",Point to a player.,Point to a player.,,
huntsman,Thợ săn,"Một lần trong game, trong đêm, chọn người sống: Thiếu nữ, nếu được chọn, trở thành Dân làng ngoài game. [+Thiếu nữ]","Thợ săn lắc đầu hoặc chỉ 1 người. Nếu họ chỉ Thiếu nữ: gọi người đó dậy, cho xem lá 'Bạn là' và thẻ nhân vật ngoài game.","Thợ săn lắc đầu hoặc chỉ 1 người. Nếu họ chỉ Thiếu nữ: gọi người đó dậy, cho xem lá 'Bạn là' và thẻ nhân vật ngoài game.",,Hết chức năng
imp,Imp,"Mỗi đêm*, chọn 1 người: họ chết. Nếu bạn giết chính mình bằng cách này, 1 Tay sai trở thành Imp.",,"Imp chỉ 1 người. Người đó chết. Nếu Imp chỉ chính mình: Thay thế thẻ nhân vật của 1 tay sai còn sống bằng thẻ Imp thừa . Cho xem lá 'Bạn là', và thẻ Imp.",,Chết
innkeeper,Chủ quán trọ,"Mỗi đêm*, chọn 2 người: họ không thể chết đêm nay, nhưng 1 người bị say đến hoàng hôn.",,người được bảo vệ và bị say trước đó mất đánh dầu. Chủ quán trọ chỉ 2 người. Những người đó được bảo vệ. Một trong số đó bị say.,,"Bảo vệ,Say"
investigator,Điều tra viên,"Đêm đầu tiên, bạn biết chức năng của Tay Sai thuộc về 1 trong 2 người.","Cho xem thẻ nhân vật của Tay Sai trong cuộc. Chỉ 2 người, 1 trong số họ là nhân vật đó.",,,"Tay Sai,Sai"
judge,Thẩm phán,"Một lần trong game, nếu người khác biểu quyết, bạn có thể ép hành quyết hiện tại thành công hay thất bại.",,,,Hết chức năng
juggler,Tung hứng,"Vào ngày đầu tiên của bạn, đoán công khai nhân vật của 5 người. Đêm đó, bạn biết bạn có bao nhiêu người đúng.",,"Nếu hôm nay là ngày đầu tiên của Tung hứng: Cho xem dấu hiệu số (0, 1, 2, v.v) bằng số thẻ 'Đúng'. Bỏ đánh dấu.",,Đúng
king,Ông vua,"Mỗi đêm, nếu người chết nhiều hơn người sống, bạn biết nhân vật của người sống. Quỷ biết bạn là ai.","Gọi Quỷ dậy, cho xem lá 'Nhân vật này chọn bạn', cho xem thẻ Ông vua và chỉ vào Ông vua.","Nếu người chết nhiều hơn người sống, cho Ông vua xem thẻ nhân vật của người sống.",,
klutz,Hậu đậu,"Khi bạn biết bạn chết, công khai chọn 1 người sống: nếu họ là Phe Xấu, phe bạn thua.",,,,
knight,Hiệp sỹ,Bạn bắt đầu biết 2 người chơi không phải là quỷ,chỉ 2 người không phải quỷ ,,,"Biết, Biết"
legion,Legion,"Mỗi đêm*, một người có thể chết. Hành quyết thất bại nếu chỉ có ác bỏ phiếu. Bạn cũng được thấy là Tay sai. [Đa số người là Legion]",,"Chọn 1 người, người đó chết.",,"Chết,Sắp chết"
leviathan,Leviathan,"Nếu nhiều hơn 1 người thiện bị hành quyết, bạn thắng. Tất cả người biết bạn trong cuộc. Sau ngày 5, ác thắng.",Đặt đánh dấu 'Ngày 1' của Leviathan. Thông báo rằng 'Có Leviathan trong cuộc: Hôm nay là ngày 1.',Đổi đánh dấu ngày của Leviathan sang ngày hôm sau.,,"Ngày 1,Ngày 2,Ngày 3,Ngày 4,Ngày 5,Thiện đã bị hành quyết"
librarian,Thủ thư,"Đêm đầu tiên, bạn biết chức năng của Lữ khách thuộc về 1 trong 2 người (hoặc là không có Lữ khách).","Cho xem thẻ nhân vật Lữ khách trong cuộc. Chỉ vào 2 người, 1 trong số họ là nhân vật đó.",,,"Lữ khách,Sai"
lilmonsta,Lil' Monsta,"Mỗi đêm, Tay sai quyết định ai trông nom thẻ Lil' Monsta & ""là Quỷ""..Một người chết mỗi đêm*. [+1 Tay sai]","Gọi tất cả Tay sai dậy, cho họ chỉ phiếu cho người họ muốn trông coi Lil' Monsta.","Gọi tất cả Tay sai dậy, cho họ chỉ phiếu cho người họ muốn trông coi Lil' Monsta.. Chọn 1 người, người đó chết.","là Quỷ,Chết",
lleech,Lleech,"Mỗi đêm*, chọn 1 người: họ chết. Bạn chọn 1 người lúc bắt đầu: họ trúng độc - bạn chết khi & chỉ khi họ chết.",Lleech chọn 1 người. Đặt thẻ nhớ 'Trúng độc'.,Lleech chỉ 1 người. Người đó chết.,,"Chết,Trúng độc"
lunatic,Người điên,"Bạn nghĩ bạn là Quỷ, nhưng bạn không phải. Quỷ biết bạn là ai & người bạn chọn trong đêm.","Nếu có 7 người trở lên: Cho Người điên thấy 'Tay sai' ngẫu nhiên, bằng số Tay sai trong game. Cho xem 3 nhân vật thiện ngẫu nhiên. Nếu Người điên nhận được thẻ Quỷ thức dậy đêm nay: Cho Người điên sử dụng chức năng Quỷ đó. Đặt đánh dấu 'tấn công' của họ. Gọi Quỷ dậy. Cho Quỷ xem thẻ nhân vật thật sự của họ. Cho họ thấy Người điên. Nếu Người điên tấn công người: Cho Quỷ thật sự biết những người đó. Bỏ tất cả đánh dấu 'tấn công'.","Cho Người điên sử dụng chức năng Quỷ. Đặt đánh dấu 'tấn công'. Nếu Người điên chọn người: Wake the Demon. Cho xem đánh dấu 'tấn công', và chỉ tất cả người được đánh dấu. Bỏ tất cả đánh dấu 'tấn công'.",,"Tấn công 1,Tấn công 2,Tấn công 3"
lycanthrope,Người sói,"Mỗi đêm*, chọn 1 người sống: nếu là thiện, họ chết, nhưng họ là người duy nhất có thể chết đêm nay.",,"Người sói chỉ người sống: nếu là thiện, họ chết và những người khác không thế chết đêm nay.",,Chết
magician,Ảo thuật gia,Quỷ nghĩ bạn là Tay sau. Tay sai nghĩ bạn là Quỷ.,,,,
marionette,Con rối,Bạn nghĩ bạn là nhân vật tốt nhưng không phải. Quỷ biết bạn là ai. [Bạn ngồi cạnh Quỷ],Chọn một người tốt ngồi kế Quỷ và đặt thẻ đánh dấu 'là Con rối'. Gọi Quỷ dậy và cho họ biết Con rối.,,là Con rối,
mastermind,Quân sư,"Nếu Quỷ chết vì hành quyết (kết thúc game), chơi thêm 1 ngày nữa. Nếu 1 người bị hành quyết sau đó, phe họ thua.",,,,
mathematician,Nhà toán học,"Mỗi đêm, bạn biết có bao nhiêu tính năng hoạt động bất thường (từ sáng) do chức năng của nhân vật khác.","Cho xem dấu hiệu số (0, 1, 2, v.v.) bằng số người có chức năng hoạt động bất thường vì chức năng khác.","Cho xem dấu hiệu số (0, 1, 2, v.v.) bằng số người có chức năng hoạt động bất thường vì chức năng khác.",,Bất thường
matron,Bá chủ,"Mỗi ngày, bạn có thể đổi chỗ của nhiều nhất 3 cặp. người không được rời chỗ ngồi để nói chuyện riêng.",,,,
mayor,Thị trưởng,"Nếu còn 3 người sống mà ko ai bị Hành Quyết, phe bạn thắng. Nếu bạn sẽ chết trong đêm, có thể người khác sẽ chết thay.",,,,
mezepheles,Kẻ chiêu mộ,Bạn bắt đầu biết 1 từ bí mật. Người thiện đầu tiên nói từ này trở thành ác đêm đó.,Cho Kẻ chiêu mộ biết từ bí mật.,Gọi người thiện đầu tiên nói từ bí mật của Kẻ chiêu mộ dậy và cho xem lá 'Bạn là' và ngón tay cái xuống thể hiện ác.,,"Biến thành ác,Hết chức năng"
minstrel,Người hát rong,"Nếu 1 Tay sai chết vì hành quyết, tất cả người khác (trừ Du khách)  đều bị say đến hoàng hôn ngày hôm sau.",,,,Mọi người bị say
monk,Nhà sư,"Mỗi đêm*, chọn 1 người (không phải bạn): họ an toàn khỏi Quỷ đêm nay.",,Người được bảo vệ trước đó sẽ không được bảo vệ nữa. Nhà sư chỉ 1 người không phải chính họ. Đánh dấu người đó 'Bảo vệ'.,,Bảo vệ
moonchild,Con trăng,"Khi bạn biết bạn chết, công khai chọn 1 người sống. Tối nay, nếu họ là người thiện, họ chết.",,"Nếu Con trăng sử dụng chức năng lên 1 người hôm nay: Nếu người đó là thiện, họ chết.",,Chết
