id,name,ability,firstNightReminder,otherNightReminder,remindersGlobal,reminders
barista,Barista,"Kvar natt, til skyming, 1) ein spelar vert frisk, edru & vert gjeve sann kunnskap, eller 2) evna deira verkar 2 gonger. Spelaren lærer kva.","Vel ein spelar, vekk dei og fortel dei kva av Baristaen sine krefter påverkar dei. Handsam dei såleis (frisk/edru/sann kunnskap eller la dei nytte evna si to gonger).","Vel ein spelar, vekk dei og fortel dei kva av Baristaen sine krefter påverkar dei. Handsam dei såleis (frisk/edru/sann kunnskap eller la dei nytte evna si to gonger).",,"Edru & Frisk,Evne 2 gonger"
baron,Greve,Fleire Einstøingar er i spel. [+2 Einstøingar],,,,
beggar,Tiggar,Du må nytte ei røystbrikke for å røyste. Daude spelarar kan velje å gjeve deg deira. I så fall lærer du lojaliteten deira. Du er frisk & edru.,,,,
bishop,Biskop,Berre Forteljaren kan nominere. Minst 1 spelar av motsett lojalitet må verte nominert kvar dag.,,,,"Nominer godt,Nominer vondt"
bonecollector,Beinsamlar,"Éin gong i løpet av spelet, om natta, vel ein daud spelar: evna deira verkar på ny til daggry.",,"Beinsamlaren anten ristar på hovudet for ""nei"", eller peikar mot ein daud spelar. Om dei peika mot ein daud spelar, marker rollebrikka til den valde spelaren med ""Har evne""-påminninga. (Det kan hende spelaren må verte vekt slik at dei skal kunne nytte evna si.)",,"Evnelaus,Har evne"
boomdandy,Knallkar,"Om du vert avretta, døyr alle spelarane utanom 3. 1 minutt seinare vil spelaren flest peikar på også døy.",,,,
bountyhunter,Dusørjeger,"Du veit frå byrjinga av spelet 1 vond spelar. Om spelaren du veit døyr, lær ein ny vond spelar i natt. [1 Borgar er vond]","Peik mot ein vond spelar. Vekk Borgaren som er vond og vis dei ""Du er""-kortet og tommel ned, handteiknet for ""vond"".","Om spelaren markert med ""Veit"" døyr, peik mot ein annan vond spelar.",,Veit
buddhist,Buddhist,Røynde spelarar får ikkje lov å snakke dei 2 fyrste minutta kvar dag.,,,,
bureaucrat,Byråkrat,"Kvar natt, vel ein spelar utanom deg sjølv: røysta deira tel som 3 i morgon.","Byråkraten peikar mot ein spelar. Marker spelaren med ""3 røyster"".","Byråkraten peikar mot ein spelar. Marker spelaren med ""3 røyster"".",,3 røyster
butcher,Slaktar,"Kvar dag, etter den fyrste avrettinga, nominer att om du vil.",,,,
butler,Hovmeister,"Kvar natt, vel ein spelar utanom deg sjølv: i morgon kan du berre røyste om dei også røystar.","Hovmeisteren peikar mot ein spelar annleis seg sjølv. Marker spelaren som ""Herre"".","Hovmeisteren peikar mot ein spelar annleis seg sjølv. Marker spelaren som ""Herre"".",,Herre
cannibal,Menneskeetar,"Du har evna til spelaren nylegast drepen ved avretting. Om dei er vond, vert du forgifta til ein god spelar døyr ved avretting.",,,,"Forgifta,Døydde i dag"
cerenovus,Cerenov,"Kvar natt, vel ein spelar & ei god rolle: dei er ""manisk"" dei er den rolla, om ikkje kan det hende dei vert avretta.","Cerenoven peikar mot ein spelar, så på ei rolle på rollearket. Vekk spelaren, vis dei ""Denne rolla valde deg""-kortet, så Cerenov-brikka. Vis dei den valde rollebrikka. Om spelaren ikkje er manisk dei er den rolla i morgon, kan dei verte avretta.","Cerenoven peikar mot ein spelar, så på ei rolle på rollearket. Vekk spelaren, vis dei ""Denne rolla valde deg""-kortet, så Cerenov-brikka. Vis dei den valde rollebrikka. Om spelaren ikkje er manisk dei er den rolla i morgon, kan dei verte avretta.",,Manisk
chambermaid,Kammerjente,"Kvar natt, vel 2 levande spelarar utanom deg sjølv: lær kor mange av dei vakna i natt på grunn av evna si.","Kammerjenta peikar mot to spelarar. Hald fram eit tal fingrar (0, 1, 2) tilsvarande kor mange av dei valde spelarane vakna i natt på grunn av evna si.","Kammerjenta peikar mot to spelarar. Hald fram eit tal fingrar (0, 1, 2) tilsvarande kor mange av dei valde spelarane vakna i natt på grunn av evna si.",,
chef,Kokk,Du veit frå byrjinga av spelet kor mange par med vonde spelarar som finst.,"Hald fram eit tal fingrar (0, 1, 2, …) tilsvarande par med vonde spelarar.",,,
choirboy,Korgut,"Om Demonen drep Kongen, lær kven Demonen er. [+ Kongen]",,"Om Kongen var drepe av Demonen, vekk Korguten og peik mot spelaren som er Demonen.",,
clockmaker,Urmakar,Du veit frå byrjinga av spelet kor mange steg frå Demonen til næraste Lakei.,"Hald fram eit tal fingrar (0, 1, 2, …) tilsvarande steg frå Demon til næraste Lakei.",,,
courtier,Kavaler,"Éin gong i løpet av spelet, om natta, vel ei rolle: dei er full for 3 netter & 3 dagar.","Kavaleren anten ristar på hovudet for ""nei"", eller peikar på ei rolle på rollearket. Om kavaleren nytta evna si: Om rolla er i spel, er den spelaren full.","Kort ned på talet dagar den markerte spelaren er forgifta. Om Kavaleren enno ikkje har nytta evna si: Kavaleren anten ristar på hovudet for ""nei"", eller peikar på ei rolle på rollearket. Om kavaleren nytta evna si: Om rolla er i spel, er den spelaren full.",,"Full 3,Full 2,Full 1,Evnelaus"
cultleader,Sektleiar,"Kvar natt, få lojaliteten til ein levande nabo. Om alle gode spelarar vel å verte med i sekta di, vinn laget ditt.","Om Sektleiaren bytte lojalitet, vekk dei og vis dei det relevante handteiknet, anten tommel opp, handteiknet for ""god"", eller tommel ned, handteiknet for ""vond"".","Om Sektleiaren bytte lojalitet, vekk dei og vis dei det relevante handteiknet, anten tommel opp, handteiknet for ""god"", eller tommel ned, handteiknet for ""vond"".",,
damsel,Prinsesse,"Alle lakeiar veit du er i spel. Om ein Lakei gissar kven du er offentleg, tapar laget ditt. Lakeiane kan seg imellom berre gisse éin gong.","Vekk alle Lakeiar, vis dei ""Denne rolla valde deg""-kortet, og så Prinsesse-brikka. Om Ferdamannen valde Prinsessa, vekk Prinsessa og vis dei ""Du er""-kortet, og så ei Borgar-brikke ikkje i spel.","Om Ferdamannen valde Prinsessa, vekk Prinsessa og vis dei ""Du er""-kortet, og så ei Borgar-brikke ikkje i spel.",,Gissing nytta
deusexfiasco,Deus ex Fiasco,"Forteljaren har éin gong i løpet av spelet gjort ein ""tabbe"", har så retta han opp og vedgått det for alle.",,,,Oisann
deviant,Skøyar,Du kan ikkje døy ved forvising i dag om du var morosam.,,,,
devilsadvocate,Djevelens Adv.,"Kvar natt, vel ein levande spelar annleis enn førre natt: vert dei avretta i morgon, døyr dei ikkje.",Djevelens Advokat peikar mot ein levande spelar. Spelaren overlever avretting i morgon.,Djevelens Advokat peikar mot ein levande spelar annleis enn førre natt. Spelaren overlever avretting i morgen.,,Overlever avretting
djinn,Djinn,Fylg Djinnen sin særregel. Alle spelarane kjenner til regelen.,,,,
doomsayer,Domedagsprofet,"Om 4 eller fleire spelarar lever, kvar levande spelar kan, éin gong i løpet av spelet, offentleg velje at ein spelar av same lojalitet som dei døyr.",,,,
dreamer,Drøymar,"Kvar natt, vel ein spelar utanom deg sjølv eller Omreisande: lær 1 god & 1 vond rolle, der 1 av dei er sann.","Drøymaren peikar mot ein spelar. Vis ei god og ei vond rollebrikke, der ei av dei er sann.","Drøymaren peikar mot ein spelar. Vis ei god og ei vond rollebrikke, der ei av dei er sann.",,
drunk,Fyllik,"Du veit ikkje at du er Fylliken. Du trur du er ein Borgar, men er ikkje det.",,,Full,
duchess,Hertuginne,"Kvar dag kan 3 spelarar velje å vitje deg. Om natta* lærer kvar vitjande kor mange vitjande er vonde, men 1 tek imot galen kunnskap.",,"Vekk kvar spelar markert ""Vitjande"" eller ""Galen kunnskap"", éin om gongen. Vis dei Hertuginne-brikka, hald så fram eit tal fingrar (0, 1, 2, …) tilsvarande vonde spelarar markert ""Vitjande"" eller, om du vekker spelaren markert ""Galen kunnskap"", hald fram eit tal fingrar (0, 1, 2, …) som ikkje tilsvarar onde spelarar markert ""Vitjande"".",,"Vitjande,Galen kunnskap"
empath,Empat,"Kvar natt, lær kor mange av dei 2 levande naboane dine er vonde.","Hald fram eit tal fingrar (0, 1, 2) tilsvarande levande naboar til Empaten som er vonde.","Hald fram eit tal fingrar (0, 1, 2) tilsvarande levande naboar som er vonde.",,
engineer,Ingeniør,"Éin gong i løpet av spelet, om natta, vel kva Lakeiar eller kva Demon er i spel.","Ingeniøren anten ristar på hovudet for ""nei"", eller peikar på ein Demon eller på eit relevant tal Lakeiar. Om Ingeniøren vel roller, byt ut Demonen eller Lakeiane med dei relevante rollene, og vekk dei relevante spelarane og vis dei ""Du er""-kortet, og så dei relevante rollebrikkene.","Ingeniøren anten ristar på hovudet for ""nei"", eller peikar på ein Demon eller på eit relevant tal Lakeiar. Om Ingeniøren vel roller, byt ut Demonen eller Lakeiane med dei relevante rollene, og vekk dei relevante spelarane og vis dei ""Du er""-kortet, og så dei relevante rollebrikkene.",,Evnelaus
eviltwin,Vond Tvilling,Du & ein spelar av motsett lojalitet veit kven kvarandre er. Vondt vinn om den gode spelaren vert avretta. Godt kan ikkje vinne medan de båe lever.,Vekk den Vonde Tvillingen og tvillingen deira. Fastset at dei kjenner til kvarandre. Peik mot den Vonde Tvillingen og vis Vond Tvilling-brikka til tvillingen deira. Peik mot tvillingen og vis rollebrikka deira til den Vonde Tvillingen.,,,Tvilling
exorcist,Djevleutdrivar,"Kvar natt*, vel ein spelar annleis enn førre natt: Demonen, om han vert vald, lærer kven du er og vaknar ikkje i natt.",,"Djevleutdrivaren peikar mot ein spelar, annleis enn førre natt. Om spelaren er Demonen, vekk dei. Vis dei Djevleutdrivar-brikka og peik mot Djevleutdrivaren. Demonen handlar ikkje i natt.",,Vald
fanggu,Fægist,"Kvar natt*, vel ein spelar: dei døyr. Den fyrste Einstøingen dette drep vert til ein vond Fægist & du døyr i staden. [+1 Einstøing]",,"Fægisten peikar mot ein spelar. Spelaren døyr, med mindre spelaren er ein Einstøing og det ikkje finst andre Fægistar i spel. I så fall døyr Fægisten i staden for spelaren, og spelaren vert til ein vond Fægist. Vekk den nye Fægisten opp. Vis dei ""Du er""-kortet, så Fægist-brikka. Vis dei ""Du er""-kortet, så tommel ned, handteiknet for ""vond"".",,"Daud,Éin gong"
farmer,Bonde,"Om du døyr om natta, vert ein levande god spelar til ein Bonde.",,"Om ein Bonde døydde i natt, vel ein annan god spelar og gjer dei om til Bonden. Vekk spelaren, vis dei ""Du er""-kortet og så Bonde-brikka.",,
fearmonger,Fryktspreiar,"Kvar natt, vel ein spelar. Om du nominerer & avrettar dei, tapar laget deira. Alle spelarane får vite det om du vel ein ny spelar.","Fryktspreiaren peikar mot ein spelar. Marker spelaren med ""Frykt"" og kunngjer at Fryktspreiaren har valt ein ny spelar.","Fryktspreiaren peikar mot ein spelar. Marker spelaren med ""Frykt"" og, om spelaren er annleis den førre valde spelaren, kunngjer at Fryktspreiaren har valt ein ny spelar.",,Frykt
fibbin,Skrønemakar,"Éin gong i løpet av spelet, ein god spelar kan take imot galen kunnskap.",,,,Nytta
fiddler,Spelemann,"Éin gong i løpet av spelet, ei avrøysting mellom 2 spelarar vert halden kor alle røystar over kven av dei som vinn (med laget sitt). Den eine spelaren er Demonen, den andre ein spelar av motsett lojalitet valt av Demonen i løyndom.",,,,
fisherman,Fiskar,"Éin gong i løpet av spelet, om dagen, vitj Forteljaren og tak imot eit godt råd som skal hjelpe deg vinne.",,,,Evnelaus
flowergirl,Blomsterjente,"Kvar natt*, lær om ein Demon røysta i dag.",,"Vis med hovudet (nikk for ""ja"" eller rist for ""nei"") om Demonen røysta i dag. Fjern ""Demon røysta""-markøren om han fanst, og plasser ""Demon røysta ikkje"".",,"Demon røysta,Demon røysta ikkje"
fool,Narr,"Fyrste gongen du døyr, gjer du ikkje det.",,,,Evnelaus
fortuneteller,Spåkjerring,"Kvar natt, vel 2 spelarar: lær om du har valt ein Demon. Éin god spelar vert tydd som Demon av deg.","Spåkjerringa peikar mot to spelarar. Vis med hovudet (nikk for ""ja"" eller rist for ""nei"") om dei peikar mot ein Demon.","Spåkjerringa peikar mot to spelarar. Vis med hovudet (nikk for ""ja"" eller rist for ""nei"") om dei peikar mot ein Demon.",,Villspor
gambler,Hasardspelar,"Kvar natt*, vel ein spelar & giss rolla deira: gissar du feil, døyr du.",,"Hasardspelaren peikar mot ein spelar, og på ei rolle på rollearket. Om Hasardspelaren tek feil, døyr dei.",,Daud
gangster,Lovbrytar,"Éin gong om dagen, om du vil, drep ein levande nabo med løyve frå din andre levande nabo.",,,,
general,General,"Kvar natt, lær kva lag Forteljaren trur har overtaket: godt, vondt, eller ingen.","Vis Generalen tommel opp om godt har overtaket, tommel ned om vondt har overtaket, eller tommel til sida om ingen har eit klårt overtak.","Vis Generalen tommel opp om godt har overtaket, tommel ned om vondt har overtaket, eller tommel til sida om ingen har eit klårt overtak.",,
goblin,Småtroll,"Om du offentleg kunngjer at du er Småtrollet når du vert nominert & vert avretta same dagen, vinn laget ditt.",,,,Kunngjort
godfather,Gudfar,"Du veit frå byrjinga av spelet kva Einstøingar er i spel. Om 1 døydde i dag, vel ein spelar i natt: dei døyr. [-1 eller +1 Einstøing]",Vis kvar Einstøing-brikke i spel.,Om ein Einstøing døydde i natt: Gudfaren peikar mot ein spelar. Spelaren døyr.,,"Døydde i dag,Daud"
golem,Golem,"Du kan berre nominere éin gong i løpet av spelet. Når det hender, om den nominerte ikkje er Demonen, døyr dei.",,,,Kan ikkje nominere
goon,Bajas,"Kvar natt, den fyrste spelaren som vel deg med evna si er full til skyming. Du får lojaliteten deira.",,,,Full
gossip,Sladrehank,"Kvar dag kan du kome med ei offentleg utsegn. I natt, om utsegna var sann, døyr ein spelar.",,Om Sladrehanken si offentlege utsegn var sann: Vel ein spelar ikkje verja mot å døy i natt. Spelaren døyr.,,Daud
grandmother,Farmor,"Du veit frå byrjinga av spelet ein god spelar & rolla deira. Om Demonen drep dei, døyr du også.",Vis rollebrikka til barnebarnet. Peik mot spelaren som er barnebarnet.,Om Demonen drepte Farmora sitt barnebarn i natt: Farmora døyr.,,Barnebarn
gunslinger,Skyttar,"Kvar dag, etter fyrste avrøysting er gjort unna med, kan du velje ein spelar som røysta: dei døyr.",,,,
harlot,Tøyte,"Kvar natt*, vel ein levande spelar: om dei seier seg einig, lær rolla deira, med de kan båe døy.",,"Tøyta peikar mot ein spelar, og fell så attende i svevn. Vekk den valde spelaren, vis dei ""Denne rolla valde deg""-kortet, så Tøyte-brikka. Spelaren anten nikkar for ""ja"" eller ristar på hovudet for ""nei"". Om dei nikka, vekk Tøyta og vis dei rollebrikka til den valde spelaren. Etterpå kan du velje at båe spelarane døyr.",,Daud
harpy,Harpy,"Each night, choose 2 players: tomorrow, the 1st player is mad that the 2nd is evil, or both might die.","Wake the Harpy; they point at one player, then another. Wake the 1st player the Harpy pointed to, show them the 'This character has selected you' card, show them the Harpy token, then point at the 2nd player the Harpy pointed to.","Wake the Harpy; they point at one player, then another. Wake the 1st player the Harpy pointed to, show them the 'This character has selected you' card, show them the Harpy token, then point at the 2nd player the Harpy pointed to.",,"Mad, 2nd"
hellslibrarian,Hysj!,Noko ugreitt kan hende spelarar som snakkar når Forteljaren har bedd om ro.,,,,Noko ugreitt
heretic,Kjettar,"Kven enn som vinn, tapar & kven enn som tapar, vinn, sjølv om du er daud.",,,,
highpriestess,High Priestess,"Each night, learn which player the Storyteller believes you should talk to most.",Point to a player.,Point to a player.,,
huntsman,Ferdamann,"Éin gong i løpet av spelet, om natta, vel ein levande spelar: Prinsessa, om vald, vert til ein Borgar ikkje i spel. [+ Prinsessa]","Ferdamannen anten ristar på hovudet for ""nei"", eller peikar mot ein spelar. Om dei peikar mot Prinsessa, vekk spelaren, vis dei ""Du er""-kortet og rollebrikka til ei rolle ikkje i spel.","Ferdamannen anten ristar på hovudet for ""nei"", eller peikar mot ein spelar. Om dei peikar mot Prinsessa, vekk spelaren, vis dei ""Du er""-kortet og rollebrikka til ei rolle ikkje i spel.",,Evnelaus
imp,Imp,"Kvar natt*, vel ein spelar: dei døyr. Om du drep deg sjølv slik, vert ein Lakei til Impen.",,"Impen peikar mot ein spelar. Spelaren døyr. Om Impen vel seg sjølv, byt ut rollebrikka til ein levande Lakei med ei ekstra Imp-brikke.",,Daud
innkeeper,Krovert,"Kvar natt*, vel 2 spelarar: dei kan ikkje døy i natt, men 1 er full til daggry.",,"Spelarane som før var full og/eller verja misser markørane sine. Korverten peikar mot to spelarar. Båe spelarane er verja, éin av dei er full.",,"Verja,Full"
investigator,Etterforskar,Du veit frå byrjinga av spelet at 1 av 2 gjevne spelarar er ein bestemd Lakei.,"Vis rollebrikka til ein Lakei som er i spel. Peik mot to spelarar, kor ein av dei har den rolla.",,,"Lakei,Feil"
judge,Domar,"Éin gong i løpet av spelet, om ein annan spelar nominerte, kan du tvinge avrettinga til anten å lykkast eller mislykkast.",,,,Evnelaus
juggler,Sjonglør,"På den fyrste dagen din, giss offentleg rolla til opp mot 5 spelarar. Om natta, lær kor mange du fekk rett i.",,"Om i dag var den fyrste dagen til Sjongløren: Hald fram eit tal fingrar (0, 1, 2, …) tilsvarande ""Rett""-markørar. Fjern markørane.",,Rett
king,Konge,"Kvar natt, om det er fleire daude enn levande spelarar, lær 1 levande rolle. Demonen veit kven du er.","Vekk Demonen, vis dei ""Denne rolla valde deg""-kortet, vis Konge-brikka og peik mot spelaren som er Kongen.","Om det er fleire daude spelarar enn levande, vis Kongen rollebrikka til ein levande spelar.",,
klutz,Kløne,"Når du får vite du har døydd, vel offentleg 1 levande spelar: om dei er vond, tapar laget ditt.",,,,
knight,Knight,You start knowing 2 players that are not the Demon.,Point to 2 non-Demon players.,,,"Know, Know"
legion,Ordenen,Kvar natt* kan det hende at ein spelar døyr. Avrettingar mislykkast om berre vondt røysta for. Du vert også tydd som Lakei. [Dei fleste spelarane er del av Ordenen],,Vel ein spelar. Spelaren døyr.,,"Daud,I ferd med å døy"
leviathan,Leviatan,"Om fleire enn 1 god spelar vert avretta, vinn vondt. Alle spelarane veit du er i spel. Vondt vinn etter 5 dagar.","Plasser Leviatan sin ""Dag 1""-markør. Kunngjer ""Leviatan er i spel; dette er dag 1"".","Byt ut ""Dag""-påminninga for neste dag.",,"Dag 1,Dag 2,Dag 3,Dag 4,Dag 5,God spelar avretta"
librarian,Bibliotekar,"Du veit frå byrjinga av spelet at 1 av 2 gjevne spelarar er ein bestemd Einstøing, eller at ingen Einstøingar er i spel.","Vis rollebrikka til ein Einstøing som er i spel. Peik mot to spelarar, kor ein av dei har den rolla. Om ingen Einstøingar er i spel, rist på hovudet for ""nei"".",,,"Einstøing,Feil"
lilmonsta,Ungmonster,"Kvar natt vel Lakeiane kven som passar på Ungmonsteret & ""er Demonen"". Ein spelar døyr kvar natt*. [+1 Lakei]",Vekk alle Lakeiane samstundes. Kvar Lakei peikar mot spelaren dei ynskjer skal passe på Ungmonsteret.,Vekk alle Lakeiane samstundes. Kvar Lakei peikar mot spelaren dei ynskjer skal passe på Ungmonsteret. Vel ein spelar. Spelaren døyr.,"Er Demonen,Daud",
lleech,Igla,"Kvar natt*, vel ein spelar: dei døyr. Ved byrjinga av spelet, vel ein levande spelar: dei vert forgifta - du døyr når dei døyr. Dette er den einaste måten du kan døy på.","Igla peikar mot ein spelar. Marker spelaren som ""Forgifta"".",Igla peikar mot ein spelar. Spelaren døyr.,,"Daud,Forgifta"
lunatic,Sinnssjuk,"Du trur du er Demonen, men er ikkje det. Demonen veit kven du er & kven du vel om natta.","Om det er sju eller fleire spelarar: Vis den Sinnssjuke vilkårlege ""Lakeiar"", spelarar tilsvarande Lakeiar i spel. Vis dei tre rollebrikker av vilkårlege gode roller. Om rollebrikka teke imot av den Sinnssjuke er ein Demon som ville vakna i natt: Legg til rette for at den Sinnssjuke kan gjere Demon-handlingane. Plasser ""Åtak""-markørane. Vekk Demonen. Vis dei Demonen si ekte rollebrikke. Vis dei den Sinnssjuke. Om den Sinnssjuke åtok ein spelar: Vis den ekte Demonen kvar markerte spelar. Fjern alle ""Åtak""-markørar til den Sinnssjuke.","Tillat den Sinnssjuke å gjere handlingane til Demonen. Plasser ""Åtak""-markørar. Om den Sinnssjuke valde spelarar: Vekk Demonen. Vis dei ""Åtak""-markøren, peik så mot kvar markerte spelar. Fjern alle ""Åtak""-markørar til den Sinnssjuke.",,"Åtak 1,Åtak 2,Åtak 3"
lycanthrope,Lykantrop,"Kvar natt*, vel ein levande spelar: Om dei er god, døyr dei, men dei er den einaste spelaren som kan døy i natt.",,"Lykantropen peikar mot ein levande spelar: om dei er god, døyr dei. I så fall kan ingen andre døy i natt.",,Daud
magician,Tryllekunstnar,Demonen trur du er ein Lakei. Lakeiar trur du er ein Demon.,,,,
marionette,Tråddokke,Du trur du har ei god rolle men har ikkje det. Demonen veit kven du er. [Du er nabo til Demonen],"Vel ein god spelar attmed Demonen og marker dei med ""Er Tråddokka"". Vekk Demonen og vis dei Tråddokka.",,Er Tråddokka,
mastermind,Geni,"Om Demonen døyr ved avretting (med enden av spelet som fylgje), spel for 1 dag til. Om ein spelar vert så avretta, tapar laget deira.",,,,
mathematician,Matematikar,"Kvar natt, lær kor mange spelarar som, sidan daggry, hadde evner som ikkje verka som dei skulle på grunn av evna til ei anna rolle.","Hald fram eit tal fingrar (0, 1, 2, …) tilsvarande spelarar med evner som ikkje verka som dei skulle takka vere andre evner.","Hald fram eit tal fingrar (0, 1, 2, …) tilsvarande spelarar med evner som ikkje verka som dei skulle takka vere andre evner.",,Defekt
matron,Matrone,"Kvar dag, vel om du vil opp til 3 sett av 2 spelarar som byter sete. Spelarar kan ikkje lenger forlate seta sine for å snakke i fortrulegheit.",,,,
mayor,Borgarmeister,"Om berre 3 spelarar lever & ingen vert avretta, vinn laget ditt. Om du døyr om natta, kan det hende ein annan spelar døyr i staden for deg.",,,,
mezepheles,Dervettel,Du veit frå byrjinga av spelet eit løynleg ord. Den fyrste gode spelaren som seier ordet vert vond den natta.,Vis Dervettelen det løynlege ordet.,"Vekk den fyrste gode spelaren som sa Dervettelen sitt løynlege ord. Vis dei ""Du er""-kortet og tommel ned, handteiknet for ""vond"".",,"Vert vond,Evnelaus"
minstrel,Trubadur,"Når ein Lakei døyr ved avretting, er alle andre spelarar utanom Omreisande full til daggry i morgon.",,,,Alle full
monk,Munk,"Kvar natt*, vel ein spelar utanom deg sjølv: dei er trygg frå Demonen i natt.",,"Førre verja spelar er ikkje lenger verja. Munken peikar mot ein spelar annleis seg sjølv. Marker spelaren som ""Verja"".",,Verja
moonchild,Stjernebarn,"Når du får vite at du har døydd, vel 1 levande spelar offentleg. I natt døyr dei, om dei er god.",,"Om Stjernebarnet nytta evna si på ein spelar i dag: Om spelaren er god, døyr dei.",,Daud
mutant,Misfoster,"Er du ""manisk"" du er ein Einstøing, kan det hende du vert avretta.",,,,
nightwatchman,Nattevaktar,"Éin gong i løpet av spelet, om natta, vel ein spelar: dei lærer kven du er.","Nattevaktaren anten ristar på hovudet for ""nei"", eller peikar mot ein spelar. Om dei peikar mot ein spelar: Vekk spelaren, vis dei ""Denne rolla valde deg""-kortet, så Nattevaktar-brikka, og så peik mot spelaren som er Nattevaktaren.","Nattevaktaren anten ristar på hovudet for ""nei"", eller peikar mot ein spelar. Om dei peikar mot ein spelar: Vekk spelaren, vis dei ""Denne rolla valde deg""-kortet, så Nattevaktar-brikka, og så peik mot spelaren som er Nattevaktaren.",,Evnelaus
noble,Adelsmann,"Du veit frå byrjinga av spelet 3 spelarar, nøyaktig 1 av dei er vond.","Peik mot tre spelarar, inkludert nøyaktig éin vond spelar, i ei vilkårleg rekkjefylgd.",,,Sett
nodashii,Kraka Ski,Kvar natt* vel ein spelar: dei døyr. Dei 2 Borgar-naboane dine er forgifta.,,Kraka Ski peikar mot ein spelar. Spelaren døyr.,,"Daud,Forgifta"
oracle,Orakel,"Kvar natt*, lær kor mange daude spelarar er vonde.",,"Hald fram eit tal fingrar (0, 1, 2, …) tilsvarande daude vonde spelarar.",,
organgrinder,Organ Grinder,All players keep their eyes closed when voting & the vote tally is secret. Votes for you only count if you vote.,,,,About to die
pacifist,Pasifist,Det kan hende at gode spelarar som vert avretta ikkje døyr.,,,,
