id,name,ability,firstNightReminder,otherNightReminder,remindersGlobal,reminders
damsel,Prinsesse,"Alle lakeier vet du er i spill. Om en Lakei gjetter hvem du er offentlig, taper laget ditt. Lakeiene kan seg imellom kun gjette én gang.","Vekk alle Lakeier, vis dem ""Denne rollen valgte deg""-kortet, og så Prinsesse-brikken. Om Ferdamannen valgte Prinsessa, vekk Prinsessa og vis dem ""Du er""-kortet, og så en Borger-brikke ikke i spill.","Om Ferdamannen valgte Prinsessa, vekk Prinsessa og vis dem ""Du er""-kortet, og så en Borger-brikke ikke i spill.",,Gjetning brukt
deusexfiasco,Deus ex Fiasco,"Fortelleren har én gang i løpet av spillet gjort en ""tabbe"", har så rettet den opp og innrømmet det for alle.",,,,Oisann
deviant,Skøyer,Du kan ikke dø ved forvisning i dag om du var morsom.,,,,
devilsadvocate,Djevelens Adv.,"Hver natt, velg en levende spiller annerledes enn forrige natt: henrettes de i morgen, dør de ikke.",Djevelens Advokat peker mot en levende spiller. Spilleren overlever henrettelse i morgen.,Djevelens Advokat peker mot en levende spiller annerledes enn forrige natt. Spilleren overlever henrettelse i morgen.,,Overlever henrettelse
djinn,Djinn,Følg Djinnens særregel. Alle spillere kjenner til regelen.,,,,
doomsayer,Endetidsprofet,"Om 4 eller flere spillere lever, hver levende spiller kan, én gang i løpet av spillet, offentlig velge at en spiller av samme lojalitet som dem dør.",,,,
dreamer,Drømmer,"Hver natt, velg en spiller utenom deg selv eller Omreisende: lær 1 god & 1 ond rolle, der 1 av dem er sann.","Drømmeren peker mot en spiller. Vis én god og én ond rollebrikke, der én av dem er sann.","Drømmeren peker mot en spiller. Vis én god og én ond rollebrikke, der én av dem er sann.",,
drunk,Drukkenbolt,"Du vet ikke at du er Drukkenbolten. Du tror du er en Borger, men er ikke det.",,,Full,
duchess,Hertuginne,"Hver dag kan 3 spillere velge å besøke deg. Om natten* lærer hver besøkende hvor mange besøkende er onde, men 1 mottar gal kunnskap.",,"Vekk hver spiller markert ""Besøkende"" eller ""Gal kunnskap"", én om gangen. Vis dem Hertuginne-brikken, hold så frem antall fingre (0, 1, 2, …) tilsvarende onde spillere markert ""Besøkende"" eller, om du vekker spilleren markert ""Gal kunnskap"", hold frem et hvilket som helst antall fingre (0, 1, 2, …) som ikke tilsvarer onde spillere markert ""Besøkende"".",,"Besøkende,Gal kunnskap"
empath,Empat,"Hver natt, lær hvor mange av dine 2 levende naboer er onde.","Hold frem antall fingre (0, 1, 2) tilsvarende levende naboer til Empaten som er onde.","Hold frem antall fingre (0, 1, 2) tilsvarende levende naboer som er onde.",,
engineer,Ingeniør,"Én gang i løpet av spillet, om natten, velg hvilke Lakeier eller hvilken Demon som er i spill.","Ingeniøren enten rister på hodet for ""nei"", eller peker på en Demon eller på et relevant antall Lakeier. Om Ingeniøren velger roller, bytt ut Demonen eller Lakeiene med de relevante rollene, og vekk de relevante spillerne og vis dem ""Du er""-kortet, og så de relevante rollebrikkene.","Ingeniøren enten rister på hodet for ""nei"", eller peker på en Demon eller på et relevant antall Lakeier. Om Ingeniøren velger roller, bytt ut Demonen eller Lakeiene med de relevante rollene, og vekk de relevante spillerne og vis dem ""Du er""-kortet, og så de relevante rollebrikkene.",,Evneløs
eviltwin,Ond Tvilling,Du & en spiller av motsatt lojalitet vet hvem hverandre er. Ondt vinner om den gode spilleren henrettes. Godt kan ikke vinne mens dere begge lever.,Vekk den Onde Tvillingen og tvillingen deres. Bekreft at de kjenner til hverandre. Pek mot den Onde Tvillingen og vis Ond Tvilling-brikken til tvillingen deres. Pek mot tvillingen og vis rollebrikken deres til den Onde Tvillingen.,,,Tvilling
exorcist,Djevleutdriver,"Hver natt*, velg en spiller annerledes enn forrige natt: Demonen, om den velges, lærer hvem du er og våkner ikke i natt.",,"Djevleutdriveren peker mot en spiller, annerledes enn forrige natt. Om spilleren er Demonen, vekk dem. Vis dem Djevleutdriver-brikken og pek mot Djevleutdriveren. Demonen handler ikke i natt.",,Valgt
fanggu,Fægist,"Hver natt*, velg en spiller: de dør. Den første Einstøingen dette dreper blir til en ond Fægist & du dør i deres sted. [+1 Einstøing]",,"Fægisten peker mot en spiller. Spilleren dør, med mindre spilleren er en Einstøing og det ikke finnes andre Fægister i spill. I så fall dør Fægisten i stedet for spilleren, og spilleren blir til en ond Fægist. Vekk den nye Fægisten opp. Vis dem ""Du er""-kortet, så Fægist-brikken. Vis dem ""Du er""-kortet, så tommel ned, håndtegnet for ""ond"".",,"Død,Én gang"
farmer,Bonde,"Om du dør om natten, blir en levende god spiller til en Bonde.",,"Om en Bonde døde i natt, velg en annen god spiller og gjør dem om til Bonden. Vekk spilleren, vis dem ""Du er""-kortet og så Bonde-brikken.",,
fearmonger,Fryktinngyter,"Hver natt, velg en spiller. Om du nominerer & henretter dem, taper laget deres. Alle spillere får vite det om du velger en ny spiller.","Fryktinngyteren peker mot en spiller. Marker spilleren med ""Frykt"" og erklær at Fryktinngyteren har valgt en ny spiller.","Fryktinngyteren peker mot en spiller. Marker spilleren med ""Frykt"" og, om spilleren er annerledes den forrige valgte spilleren, erklær at Fryktinngyteren har valgt en ny spiller.",,Frykt
fibbin,Skrønemaker,"Én gang i løpet av spillet, en god spiller kan motta gal kunnskap.",,,,Brukt
fiddler,Spellemann,"Én gang i løpet av spillet, en avstemning mellom 2 spillere holdes hvor alle stemmer over hvem av dem som vinner (med laget sitt). Den ene spilleren er Demonen, den andre en spiller av motsatt lojalitet valgt av Demonen i hemmelighet.",,,,
fisherman,Fisker,"Én gang i løpet av spillet, om dagen, besøk Fortelleren og motta et godt råd som skal hjelpe deg vinne.",,,,Evneløs
flowergirl,Blomsterpike,"Hver natt*, lær om en Demon stemte i dag.",,"Vis med hodet (nikk for ""ja"" eller rist for ""nei"") om Demonen stemte i dag. Fjern ""Demon stemte""-markøren om den fantes, og plasser ""Demon stemte ikke"".",,"Demon stemte,Demon stemte ikke"
fool,Narr,"Første gangen du dør, gjør du ikke det.",,,,Evneløs
fortuneteller,Spåkone,"Hver natt, velg 2 spillere: lær om du har valgt en Demon. Én god spiller vil oppfattes som Demon for deg.","Spåkona peker mot to spillere. Vis med hodet (nikk for ""ja"" eller rist for ""nei"") om de peker mot en Demon.","Spåkona peker mot to spillere. Vis med hodet (nikk for ""ja"" eller rist for ""nei"") om de peker mot en Demon.",,Villspor
gambler,Hasardspiller,"Hver natt*, velg en spiller & gjett rollen deres: gjetter du feil, dør du.",,"Hasardspilleren peker mot en spiller, og på en rolle på rollearket. Om Hasardspilleren tar feil, dør de.",,Død
gangster,Forbryter,"Én gang om dagen, om du vil, drep en levende nabo med tillatelse fra din andre levende nabo.",,,,
general,General,"Hver natt, lær hvilket lag Fortelleren tror har overtaket: godt, ondt, eller ingen.","Vis Generalen tommel opp om godt har overtaket, tommel ned om ondt har overtaket, eller tommel til siden om ingen har et klart overtak.","Vis Generalen tommel opp om godt har overtaket, tommel ned om ondt har overtaket, eller tommel til siden om ingen har et klart overtak.",,
goblin,Småtroll,"Om du offentlig erklærer at du er Småtrollet når du nomineres & henrettes samme dag, vinner laget ditt.",,,,Erklært
godfather,Gudfar,"Du vet fra spillets begynnelse hvilke Einstøinger er i spill. Om 1 døde i dag, velg en spiller i natt: de dør. [-1 eller +1 Einstøing]",Vis hver Einstøing-brikke i spill.,Om en Einstøing døde i natt: Gudfaren peker mot en spiller. Spilleren dør.,,"Døde i dag,Død"
golem,Golem,"Du kan kun nominere én gang i løpet av spillet. Når det skjer, om den nominerte ikke er Demonen, dør de.",,,,Kan ikke nominere
goon,Bajas,"Hver natt, den første spilleren som velger deg med evnen sin er full til skumring. Du får deres lojalitet.",,,,Full
gossip,Sladrehank,"Hver dag kan du komme med en offentlig uttalelse. I natt, om uttalelsen var sann, dør en spiller.",,Om Sladrehankens offentlige uttalelse var sann: Velg en spiller ikke beskyttet mot å dø i natt. Spilleren dør.,,Død
grandmother,Farmor,"Du vet fra spillets begynnelse en god spiller & rollen deres. Om Demonen dreper dem, dør du også.",Vis rollebrikken til barnebarnet. Pek mot spilleren som er barnebarnet.,Om Demonen drepte Farmoras barnebarn i natt: Farmora dør.,,Barnebarn
gunslinger,Skytter,"Hver dag, etter første avstemning er gjort unna med, kan du velge en spiller som stemte: de dør.",,,,
harlot,Skjøge,"Hver natt*, velg en levende spiller: om de sier seg enig, lær rollen deres, men dere kan begge dø.",,"Skjøga peker mot en spiller, og faller så tilbake i søvn. Vekk den valgte spilleren, vis dem ""Denne rollen valgte deg""-kortet, så Skjøge-brikken. Spilleren enten nikker for ""ja"" eller rister på hodet for ""nei"". Om de nikket, vekk Skjøga og vis dem den valgte spillerens rollebrikke. Etterpå kan du velge at begge spillerne dør.",,Død
harpy,Harpy,"Each night, choose 2 players: tomorrow, the 1st player is mad that the 2nd is evil, or both might die.","Wake the Harpy; they point at one player, then another. Wake the 1st player the Harpy pointed to, show them the 'This character has selected you' card, show them the Harpy token, then point at the 2nd player the Harpy pointed to.","Wake the Harpy; they point at one player, then another. Wake the 1st player the Harpy pointed to, show them the 'This character has selected you' card, show them the Harpy token, then point at the 2nd player the Harpy pointed to.",,"Mad, 2nd"
hellslibrarian,Hysj!,Noe uhyggelig kan hende dem som snakker når Fortelleren har bedt om stillhet.,,,,Noe uhyggelig
heretic,Kjetter,"Hvem enn som vinner, taper & hvem enn som taper, vinner, selv om du er død.",,,,
highpriestess,Øversteprestinne,"Hver natt, lær hvilken spiller Fortelleren synes du bør snakke med mest.",Pek mot en spiller.,Pek mot en spiller.,,
huntsman,Ferdamann,"Én gang i løpet av spillet, om natten, velg en levende spiller: Prinsessa, om valgt, blir til en Borger ikke i spill. [+ Prinsessa]","Ferdamannen enten rister på hodet for ""nei"", eller peker mot en spiller. Om de peker mot Prinsessa, vekk spilleren, vis dem ""Du er""-kortet og rollebrikken til en rolle ikke i spill.","Ferdamannen enten rister på hodet for ""nei"", eller peker mot en spiller. Om de peker mot Prinsessa, vekk spilleren, vis dem ""Du er""-kortet og rollebrikken til en rolle ikke i spill.",,Evneløs
imp,Imp,"Hver natt*, velg en spiller: de dør. Om du dreper deg selv slik, blir en Lakei til Impen.",,"Impen peker mot en spiller. Spilleren dør. Om Impen velger seg selv, bytt ut rollebrikken til en levende Lakei med en ekstra Imp-brikke. Vis dem ""Du er""-kortet og så Imp-brikken.",,Død
innkeeper,Krovert,"Hver natt*, velg 2 spillere: de kan ikke dø i natt, men 1 er full til daggry.",,"Spillerne som før var full og/eller beskyttet mister markørene sine. Kroverten peker mot to spillere. Begge spillerne er beskyttet, én av dem er full.",,"Beskyttet,Full"
investigator,Etterforsker,Du vet fra spillets begynnelse at 1 av 2 gitte spillere er en bestemt Lakei.,"Vis rollebrikken til en Lakei som er i spill. Pek mot to spillere, hvor en av dem har den rollen.",,,"Lakei,Feil"
judge,Dommer,"Én gang i løpet av spillet, om en annen spiller nominerte, kan du tvinge henrettelsen til enten å lykkes eller mislykkes.",,,,Evneløs
juggler,Sjonglør,"På din første dag, gjett offentlig opp mot 5 spilleres roller. Om natten, lær hvor mange du fikk rett i.",,"Om i dag var Sjonglørens første dag: Hold frem antall fingre (0, 1, 2, …) tilsvarende ""Riktig""-markører. Fjern markørene.",,Riktig
king,Konge,"Hver natt, om det er flere døde enn levende spillere, lær 1 levende rolle. Demonen vet hvem du er.","Vekk Demonen, vis dem ""Denne rollen valgte deg""-kortet, vis Konge-brikken og pek mot spilleren som er Kongen.","Om det er flere døde spillere enn levende, vis Kongen rollebrikken til en levende spiller.",,
klutz,Klodrian,"Når du får vite du har dødd, velg offentlig 1 levende spiller: om de er ond, taper laget ditt.",,,,
knight,Ridder,Du vet fra spillets begynnelse 2 spiller som ikke er Demonen.,Pek mot to spillere som ikke er Demoner.,,,"Vet,Vet"
legion,Ordenen,Hver natt* kan det hende at en spiller dør. Henrettelser mislykkes om kun ondt stemte for. Du oppfattes også som Lakei. [De fleste spillerne er del av Ordenen],,Velg en spiller. Spilleren dør.,,"Død,I ferd med å dø"
leviathan,Leviatan,"Om flere enn 1 god spiller henrettes, vinner ondt. Alle spillere vet du er i spill. Ondt vinner etter 5 dager.","Plasser Leviatan sin ""Dag 1""-markør. Kunngjør ""Leviatan er i spill; dette er dag 1"".","Bytt ut ""Dag""-påminnelsen for neste dag.",,"Dag 1,Dag 2,Dag 3,Dag 4,Dag 5,God spiller henrettet"
librarian,Bibliotekar,"Du vet fra spillets begynnelse at 1 av 2 gitte spillere er en bestemt Einstøing, eller at ingen Einstøinger er i spill.","Vis rollebrikken til en Einstøing som er i spill. Pek mot to spillere, hvor en av dem har den rollen. Om ingen Einstøinger er i spill, rist på hodet for ""nei"".",,,"Einstøing,Feil"
lilmonsta,Ungmonster,"Hver natt velger Lakeiene hvem som passer på Ungmonsteret & ""er Demonen"". En spiller dør hver natt*. [+1 Lakei]",Vekk alle Lakeiene samtidig. Hver Lakei peker mot spilleren de ønsker skal passe på Ungmonsteret.,Vekk alle Lakeiene samtidig. Hver Lakei peker mot spilleren de ønsker skal passe på Ungmonsteret. Velg en spiller. Spilleren dør.,"Er Demonen,Død",
lleech,Igla,"Hver natt*, velg en spiller: de dør. Ved spillets begynnelse, velg en levende spiller: de forgiftes - du dør når de dør. Dette er den eneste måten du kan dø på.","Igla peker mot en spiller. Marker spilleren som ""Forgiftet"".",Igla peker mot en spiller. Spilleren dør.,,"Død,Forgiftet"
lunatic,Sinnssyk,"Du tror du er Demonen, men er ikke det. Demonen vet hvem du er & hvem du velger om natten.","Om det er syv eller flere spillere: Vis den Sinnssyke vilkårlige ""Lakeier"", spillere tilsvarende Lakeier i spill. Vis dem tre rollebrikker av vilkårlige gode roller. Om rollebrikken mottatt av den Sinnssyke er en Demon som ville våknet i natt: Tilrettelegg for at den Sinnssyke kan gjøre Demon-handlingene. Plasser ""Angrep""-markørene. Vekk Demonen. Vis dem Demonens ekte rollebrikke. Vis dem den Sinnssyke. Om den Sinnssyke angrep en spiller: Vis den ekte Demonen hver markerte spiller. Fjern alle av den Sinnssykes ""Angrep""-markører.","Tillat den Sinnssyke å gjøre handlingene til Demonen. Plasser ""Angrep""-markører. Om den Sinnssyke valgte spillere: Vekk Demonen. Vis dem ""Angrep""-markøren, pek så mot hver markerte spiller. Fjern alle av den Sinnssykes ""Angrep""-markører.",,"Angrep 1,Angrep 2,Angrep 3"
lycanthrope,Lykantrop,"Hver natt*, velg en levende spiller: Om de er god, dør de, men de er den eneste spilleren som kan dø i natt.",,"Lykantropen peker mot en levende spiller: om de er god, dør de. I så fall kan ingen andre dø i natt.",,Død
magician,Tryllekunstner,Demonen tror du er en Lakei. Lakeier tror du er en Demon.,,,,
marionette,Tråddukke,Du tror du har en god rolle men har ikke det. Demonen vet hvem du er. [Du er nabo til Demonen],"Velg en god spiller ved siden av Demonen og marker dem med ""Er Tråddukka"". Vekk Demonen og vis dem Tråddukka.",,Er Tråddukka,
mastermind,Geni,"Om Demonen dør ved henrettelse (med spillets slutt som følge), spill for 1 dag til. Om en spiller så henrettes, taper laget deres.",,,,
mathematician,Matematiker,"Hver natt, lær hvor mange spillere som, siden daggry, hadde evner som virket feilaktig på grunn av evnen til en annen rolle.","Hold frem antall fingre (0, 1, 2, …) tilsvarende spillere med evner som ikke virket som de skulle takket være andre evner.","Hold frem antall fingre (0, 1, 2, …) tilsvarende spillere med evner som ikke virket som de skulle takket være andre evner.",,Feilaktig
matron,Matrone,"Hver dag, velg om du vil opp til 3 sett av 2 spillere som bytter sete. Spillere kan ikke lenger forlate setene sine for å snakke i fortrolighet.",,,,
mayor,Borgermester,"Om kun 3 spillere lever & ingen henrettes, vinner laget ditt. Om du dør om natten, kan det hende en annen spiller dør i ditt sted.",,,,
mezepheles,Dervettel,Du vet fra spillets begynnelse et hemmelig ord. Den første gode spilleren som sier ordet blir ond den natten.,Vis Dervettelen det hemmelige ordet.,"Vekk den første gode spilleren som sa Dervettelens hemmelige ord. Vis dem ""Du er""-kortet og tommel ned, håndtegnet for ""ond"".",,"Blir ond,Evneløs"
minstrel,Trubadur,"Når en Lakei dør ved henrettelse, er alle andre spillere utenom Omreisende full til daggry i morgen.",,,,Alle full
monk,Munk,"Hver natt*, velg en spiller utenom deg selv: de er trygg fra Demonen i natt.",,"Forrige beskyttede spiller er ikke lenger beskyttet. Munken peker mot en spiller annerledes seg selv. Marker spilleren som ""Beskyttet"".",,Beskyttet
moonchild,Stjernebarn,"Når du får vite at du har dødd, velg 1 levende spiller offentlig. I natt dør de, om de er god.",,"Om Stjernebarnet brukte evnen sin på en spiller i dag: Om spilleren er god, dør de.",,Død
mutant,Misfoster,"Er du ""manisk"" du er en Einstøing, kan det hende du henrettes.",,,,
nightwatchman,Nattevokter,"Én gang i løpet av spillet, om natten, velg en spiller: de lærer hvem du er.","Nattevokteren enten rister på hodet for ""nei"", eller peker mot en spiller. Om de peker mot en spiller: Vekk spilleren, vis dem ""Denne rollen valgte deg""-kortet, så Nattevokter-brikken, og så pek mot spilleren som er Nattevokteren.","Nattevokteren enten rister på hodet for ""nei"", eller peker mot en spiller. Om de peker mot en spiller: Vekk spilleren, vis dem ""Denne rollen valgte deg""-kortet, så Nattevokter-brikken, og så pek mot spilleren som er Nattevokteren.",,Evneløs
noble,Adelsmann,"Du vet fra spillets begynnelse 3 spillere, nøyaktig 1 av dem er ond.","Pek mot tre spillere, inkludert nøyaktig én ond spiller, i en vilkårlig rekkefølge.",,,Sett
nodashii,Kraka Ski,"Hver natt*, velg en spiller: de dør. Dine 2 Borger-naboer er forgiftet.",,Kraka Ski peker mot en spiller. Spilleren dør.,,"Død,Forgiftet"
oracle,Orakel,"Hver natt*, lær hvor mange døde spillere er onde.",,"Hold frem antall fingre (0, 1, 2, …) tilsvarende døde onde spillere.",,
organgrinder,Veivspiller,Alle spillere lukker øynene under avstemminger & antall stemmer holdes hemmelig. Stemmer for deg teller bare om du også stemmer for.,,,,I ferd med å dø
pacifist,Pasifist,Det kan hende at gode spillere som henrettes ikke dør.,,,,
philosopher,Filosof,"Én gang i løpet av spillet, om natten, velg en god rolle: tilegn deg den evnen. Om rollen allerede er i spill, er de nå full.","Filosofen enten rister på hodet for ""nei"", eller peker på en god rolle på rollearket. Om de velger rolle: Bytt ut Filosof-brikken med den valgte rollen, og marker rollen med ""Er Filosofen"". Om rollen allerede er i spill, marker spilleren som har rollen med ""Full"".","Om Filosofen ennå ikke har brukt evnen sin: Filosofen enten rister på hodet for ""nei"", eller peker på en god rolle på rollearket. Om de velger rolle: Bytt ut Filosof-brikken med den valgte rollen, og marker rollen med ""Er Filosofen"". Om rollen allerede er i spill, marker spilleren som har rollen med ""Full"".","Full,Er Filosofen",
pithag,Markkjerring,"Hver natt*, velg en spiller & en rolle de blir til (om ikke i spill). Om en Demon blir til, er dødsfall i natt vilkårlige.",,"Markkjerringa peker mot en spiller og på en rolle på rollearket. Om rollen ikke er i spill, vekk spilleren og vis dem ""Du er""-kortet, og så den relevante rollebrikken. Om rollen allerede er i spill, skjer ingenting.",,
pixie,Nisse,"Du vet fra spillets begynnelse 1 Borger i spill. Om du var manisk du var denne rollen, tilegn deg evnen deres når de dør.",Vis Nissen rollebrikken til en Borger i spill.,,,"Manisk,Har evne"
