id,name,ability,firstNightReminder,otherNightReminder,remindersGlobal,reminders
barber,Borbély,"Ha meghalsz napközben vagy éjjel, a Démon választhat 2 játékost (nem egy másik Démont) akik karaktert cserélnek.",,"Ha a Borbély meghalt ma: Ébreszd fel a Démont. Mutasd a 'This character selected you' kártyát, majd a Borbély tokent. A Démon vagy 'nem'-et jelez a fejével, vagy 2 játékosra mutat. Ha játékosokat választott: Cseréld ki a karakter tokeneket. Keltsd fel mindkét játékost. Mutasd a 'You are' kártyát, majd az új karakterük tokenjét.",,Hajvágás éjszaka
barista,Barista,"Éjjelente szürkületig: 1) egy játékos józan, egészséges és Jó információkat kap. Vagy 2) készeresen működnek a képességei. Megtudja melyik.","Válassz egy játékost, ébreszd fel, és mondd meg neki, hogy melyik Barista-erő hat rá. Kezeld őket ennek megfelelően (józan/egészséges/igaz információ vagy aktiváld kétszer a képességüket).","Válassz egy játékost, ébreszd fel, és mondd meg neki, hogy melyik Barista-erő hat rá. Kezeld őket ennek megfelelően (józan/egészséges/igaz információ vagy aktiváld kétszer a képességüket).",,"Képesség kétszer , Józan & Egészséges"
baron,Báró,Extra Kívülállók vannak játékban. [+2 Kívülálló],,,,
beggar,Koldus,"Szavazó tokent kell használnod, hogy szavazhass. Ha egy halott játékos neked adja az övét, megtudod a csapatát. Józan és egészséges vagy.",,,,
bishop,Püspök,Csak a Mesélő jelölhet. Legalább 1 ellentétes csapatban lévő játékost jelölnie kell mindennap.,,,,"Jót jelölni, Rosszat jelölni"
bonecollector,Nekromanta,"Egyszer a játék alatt, éjjel* válassz egy halott játékost: vissza kapja a képességét alkonyatig.",,"A Nekromanta vagy ""nem""-et jelez a fejével, vagy bármelyik halott játékosra mutat. Ha halott játékosra mutatott, tegye a Nekromanta 'Van képessége' emlékeztetőjét a kiválasztott játékos karakterjelölője mellé. (Lehet, hogy ma éjszaka fel kell ébreszteni őt ahhoz, hogy használni tudja).",,"Van képessége, Nincs képesség"
boomdandy,Robbantó,"Ha kivégeznek, akkor 3 játékost kivéve mindenki meghal. 1 perccel később meghal az a játékos, akire a legtöbb játékos mutat.",,,,
bountyhunter,Fejvadász,"Megismersz egy Gonosz játékost. Ha a Gonosz játékos, akit ismertél meghal, megismersz egy másikat aznap éjjel. (Egy Városi Gonosz)","Mutass 1 gonosz játékosra. Ébreszd fel a gonosz Városlakót és mutasd meg neki a ""Te vagy"" kártyát és a hüvelykujj lefelé mutató gonosz jelet.","Ha az ismert gonosz játékos meghalt, mutass egy másik gonosz játékosra.",,Ismert
buddhist,Buddhista,"Minden nap, az első 2 percben a veterán játékosok nem beszélhetnek.",,,,
bureaucrat,Bürokrata,Éjjelente válassz egy játékost (ne magadat): az ő szavazata 3szor számit másnap.,"A bürokrata egy játékosra mutat. Tegye a bürokrata ""3 szavazat"" emlékeztetőjét a kiválasztott játékos karakterjelölője mellé.","A bürokrata egy játékosra mutat. Tegye a bürokrata ""3 szavazat"" emlékeztetőjét a kiválasztott játékos karakterjelölője mellé.",,3 szavazat
butcher,Hentes,"Minden nap, az első kivégzés után gyanusíthatsz újra.",,,,
butler,Komornyik,"Éjjelente* válassz egy játékost (magadat nem lehet): holnap csak akkor szavazhatsz, ha ő is.","A Komornyik rámutat egy játékosra. Jelöld azt a játékost, mint 'Uarm'.","A Komornyik rámutat egy játékosra. Jelöld azt a játékost, mint 'Uram'.",,Uram
cannibal,Kannibál,"Megkapod az utoljára kivégzet játékos képességét. Ha Gonosz volt, mérgezett leszel amíg egy Jó játékost ki nem végeznek.",,,,"Mai halott, Mérgezett"
cerenovus,Agymosó,"Éjjelente válassz egy játékost és egy Jó karaktert: Rögeszméje lesz másnap, hogy ő az a karakter vagy kivégezhetik.","A Cerenovus egy játékosra mutat, majd a lapján lévő karakterre. Ébreszd fel azt a játékost. Mutasd meg az ""Ez a karakter téged választott"" kártyát, majd a Cerenovus jelölőt. Mutasd meg a kiválasztott karakter jelölőt. Ha a játékos nem Rögeszmés, hogy holnap ez a karakter, akkor kivégezhető.","A Cerenovus egy játékosra mutat, majd a lapján lévő karakterre. Ébreszd fel azt a játékost. Mutasd meg az ""Ez a karakter téged választott"" kártyát, majd a Cerenovus jelölőt. Mutasd meg a kiválasztott karakter jelölőt. Ha a játékos nem Rögeszmés , hogy holnap ez a karakter, akkor kivégezhető.",,Rögeszmés
chambermaid,Szobalány,Éjjelente válassz 2 élő játékost (ne magadat): megtudod hányan ébredtek fel azon az éjjelen a képességük miatt.,"A Szobalány két játékosra mutat. Mutasd az ujjaddal (0, 1, 2, ...), hogy hány játékos ébredt ma éjszaka a képessége miatt.","A Szobalány két játékosra mutat. Mutasd a számjelet (0, 1, 2, ...), hogy hány játékos ébredt ma éjszaka a képessége miatt.",,
chef,Séf,"Megtudod, hogy hány pár Gonosz játékos ül egymás mellett.","Mutasd az ujjaddal (0,1,2, ...) a szomszédos gonosz játékospárok számát.",,,
choirboy,Kóristafiú,"Ha a Démon megöli a Királyt, megtudja melyik játékos a Démon. (+ a Király)",,"Ha a Királyt megölte a Démon, ébreszd fel a Kóristafiút, és mutass a Démonjátékosra.",,
clockmaker,Órásmester,"Megtudod, hogy hány lépésre ül a Démon a legközelebbi Követőjétől.","Mutasd az ujjaddal (1, 2, 3, stb.) a Démon és a legközelebbi Minionja közötti helyek számát.",,,
courtier,Udvaronc,"Egyszer a játék során, éjjel, válassz egy karaktert: részeg lesz 3 éjjel és 3 nappal.","Az Udvaronc vagy ""nem""-et jelez a fejével, vagy rámutat a lapon lévő karakterre. Ha az Udvaronc használta a képességét: Ha az a karakter játékban van, az a játékos részeg.","Csökkentsd a megjelölt játékos hátralévő mérgezett napjainak számát. Ha az Udvaronc még nem használta a képességét: Az Udvaronc vagy ""nem""-et jelez a fejével vagy rámutat a lapon lévő karakterre. Ha az Udvaronc használta a képességét: hogyha az a karakter játékban van, az a játékos részeg.",,"Részeg3, Részeg2, Részeg1, Nincs képesség"
cultleader,Szektavezető,"Éjjelente átkerülsz az egyik élő szomszédod csapatába. Ha minden Jó játékos csatlakozik a szektádhoz, akkor győz a csapatod.","Ha a Szektavezető megváltoztatta az csapatát, akkor ennek megfelelően mutasd meg neki a hüvelykujj felfelé jó jelet, vagy a hüvelykujj lefelé rossz jelet.","Ha a Kultista vezető megváltoztatta az csapatát, akkor ennek megfelelően mutasd meg neki a hüvelykujj felfelé jó jelet, vagy a hüvelykujj lefelé rossz jelet.",,
damsel,Leány,"Minden Követő tudja, hogy játékban vagy. Ha egy Követő nyilvánosan jól megtippeli (1-szer), hogy te vagy a Leány, akkor veszít a csapatod.","Ébreszd fel az összes Miniont, mutasd meg nekik az ""Ez a karakter téged választott"" kártyát és a Leány jelölőt.","Ha a Vadász választja ki, ébreszd fel a Leányt, mutasd fel a ""Te vagy"" kártyát és egy nem játékban lévő Városlakó jelölőt.",,Kitalálás használata
deusexfiasco,Csapás az égből,"Egyszer a játék során a Mesélő csinál egy ""hibát"" , helyre hozza és publikusan elismeri azt.",,,,Hupsz
deviant,Különc,"Ha szórakoztató voltál aznap, nem száműzhetnek.",,,,
devilsadvocate,Ördög ügyvédje,"Éjjelente válassz egy élő játékost (mást mint előző éjjel): ha kivégzik másnap, nem hal meg.",Az Ördög Ügyvédje egy élő játékosra mutat. Ez a játékos túléli a holnapi kivégzést.,"Az Ördög Ügyvédje egy élő játékosra mutat, aki különbözik az előző estitől. Ez a játékos túléli a holnapi kivégzést.",,Kivégzés túlélése
djinn,Dzsinn,Használd a Djinn különleges szabályát. Minden játékos megtudja mi az.,,,,
doomsayer,VészRögeszmésár,"Ha 4 vagy több játékos él: Minden élő játékos publikusan választhatja (egyszer a játék alatt), hogy egy játékos az ő csapatából meghaljon.",,,,
dreamer,Álmodó,"Éjjelente válassz egy játékos (magadon vagy Utazón kívül): Megtudsz 1 Jó és 1 Gonosz karaktert, egyiket helyesen.",Az Álmodozó egy játékosra mutat. Mutasson 1 jó és 1 gonosz karakterjelölőt; ezek közül az egyik helyes.,Az Álmodozó egy játékosra mutat. Mutasson 1 jó és 1 gonosz karakterjelölőt; ezek közül az egyik helyes.,,
drunk,Részeg,"Te nem tudsz róla, hogy te vagy a Részeg. Azt hiszed, hogy Városi vagy, de valójában nem.",,,Részeg,
duchess,Hercegnő,"Mindennap 3 játékos dönthet úgy, hogy meglátogat téged. Éjjel minden vendég megtudja, hogy hányan Gonoszak a vendégek közül, de valamelyikük hamis infót kap.",,,,"Hamis információ, Látogató"
empath,Együttérző,"Éjjelente megtudod, hogy a két élő szomszédod közül hány Gonosz.","Mutasd az ujjaddal (0, 1, 2) a gonosz szomszédok számát.","Mutasd az ujjaddal (0, 1, 2) a gonosz szomszédok számát.",,
engineer,Mérnök,"Egyszer a játék során, éjjel, válassz, hogy melyik Követő vagy melyik Démon legyen játékban.","A Mérnök ""nem""-et jelez a fejével, vagy egy Démonra mutat, vagy a megfelelő számú Minionra mutat. Ha a Mérnök karaktereket választott, cseréljétek ki a Démont vagy a Minionokat a választottakra, majd ébresszétek fel az érintett játékosokat, és mutassátok meg nekik a ""Te vagy"" kártyát és a megfelelő karakterjelölőket.","A Mérnök ""nem""-et jelez a fejével, vagy egy Démonra mutat, vagy a megfelelő számú Minionra mutat. Ha a Mérnök karaktereket választott, cseréljétek ki a Démont vagy a Minionokat a választottakra, majd ébresszétek fel az érintett játékosokat, és mutassátok meg nekik a ""Te vagy"" kártyát és a megfelelő karakterjelölőket.",,Nincs képesség
eviltwin,Gonosz iker,Te és egy másik csapatbeli játékos ismeritek egymást. Ha a Jó játékost kivégzik a Gonoszak nyernek. A Jók nem nyerhetnek amíg mind a ketten éltek.,"Ébreszd fel a Gonosz Ikreket és az ikertestvért. Erősítsd meg, hogy felismerték egymást. Mutass a gonosz ikerre. Mutasd meg a Gonosz iker jelölőt az iker játékosnak. Mutass az ikerre. Mutasd meg a karakterjelolőt a gonosz iker játékosnak.",,,Iker
exorcist,Ördögűző,"Éjjelente* válassz egy játékost (ne azt, akit legutóbb): ha ő a Démon, akkor megtudja, hogy ki vagy, ezután nem ébred fel aznap éjjel.",,"Az Ördögűző egy olyan játékosra mutat, másra, mint előző éjszaka. Ha ez a játékos a Démon: Ébreszd fel a Démont. Mutasd meg az Ördögűző jelölőt. Mutass az Ördögűzőre. A Démon ma este nem cselekszik.",,Kiválasztott
fanggu,Fang Gu,"Éjjelente* válassz egy játékost: meghal. Az első Kívülálló, aki így halna meg, válik a Gonosz Fang Gu-vá és te halsz meg. (+1 Kívülálló)",,"A Fang Gu egy játékosra mutat. Az a játékos meghal. Vagy, ha az a játékos Kívülálló volt, és nincs más Fang Gu a játékban: A Fang Gu hal meg a kiválasztott játékos helyett. A kiválasztott játékos mostantól gonosz Fang Gu. Ébresszétek fel az új Fang Gu-t. Mutasd fel a ""Te vagy"" kártyát, majd a Fang Gu jelölőt. Mutasd fel a ""Te vagy"" kártyát, majd a hüvelykujjal lefelé mutató ""gonosz"" kézjelet.",,"Halott, Egyszer"
farmer,Gazda,"Ha éjjel meghalsz, egy élő Jó játékos válik a Gazdává.",,"Ha egy Farmer ma este meghalt, válassz egy másik jó játékost, és tedd meg őt Farmerré. Ébreszd fel ezt a játékost, mutasd meg neki a ""Te vagy"" kártyát és a Farmer karakterjelölőt.",,
fearmonger,Félelemkeltő,"Éjjelente válassz egy játékost: Ha megjelölöd és kivégzik, a csapata veszít. Mindenki megtudja, ha új játékost választasz.","A Félelemkeltő egy játékosra mutat. Helyezd a Félelemjelölőt az adott játékos mellé, és mond el, hogy egy új játékos lett kiválasztva a Félelemkeltő képességgel.","A Félelemkeltő egy játékosra mutat. Ha az előző estétől eltérő, tedd a félelemjelzőt az adott játékos mellé, és mond el, hogy új játékos lett kiválasztva a Félelemkeltő képességgel.",,Félelem
fibbin,Füllentő,Egyszer a játék során egy Jó karakter kaphat nem helyes információt.,,,,Használt
fiddler,Hegedűs,"Egyszer a játék során a Démon titokban kiválaszt egy másik csapatbeli játékost: az összes játékos eldönti, hogy melyikük nyerjen kettejük közül.",,,,
fisherman,Halász,"Egyszer a játék során, nappal, látogasd meg a Mesélőt néhány tanácsért, hogy segíts a csapatodnak nyerni.",,,,Nincs képesség
flowergirl,Virágárus,"Éjjelente* megtudod, ha egy Démon szavazott aznap.",,"Bólintson igennel, vagy jelezzen ""nem""-et a fejével, hogy a Démon ma szavazott-e. Helyezd el a ""Démon nem szavazott"" jelölőt (ha van, távolítsd el a ""Démon szavazott"" jelölőt).",,"Démon szavazott, Démon nem szavazott"
fool,Udvaribolond,"Első alkalommal amikor meghalnál, nem teszed.",,,,Nincs képesség
fortuneteller,Jós,"Éjjelente válassz két játékost, akikről megtudod, hogy köztük van-e a Démon. Egy Jó játékosról azt hiszed, hogy ő a Démon.","A Jós két játékosra mutat. Jelezz fejjel (bólintson igennel, rázza nemmel), hogy melyik játékos a Démon.","A Jós két játékosra mutat. Jelezz fejjel (bólintás ""igen"", rázza a fejét ""nem""), hogy melyik játékos a Démon.",,Figyelemelterelés
gambler,Szerencsejátékos,Éjjelente* válassz egy játékost és tippeld meg a karakterét. Ha rosszul tippelsz meghalsz.,,"A Szerencsejátékos rámutat egy játékosra, és egy karakterre a lapján. Ha téved, a Szerencsejátékos meghal.",,Halott
gangster,Gengszter,"Naponta egyszer választhatsz, hogy megölöd az egyik szomszédodat, ha a másik szomszédod is beleegyezik.",,,,
general,Tábornok,"Éjjelente megtudod a Mesélő szerint melyik csapat fog nyerni: Jók, Gonoszak, egyik sem.","Mutasd meg a Tábornoknak a hüvelykujj felfelé jelet ha a jó győz, a hüvelykujj lefelé jelet ha a gonosz győz, vagy a hüvelykujjat oldalra, ha egyik sem.","Mutasd meg a Tábornoknak a hüvelykujj felfelé jelet ha a jó győz, a hüvelykujj lefelé jelet ha a gonosz győz, vagy a hüvelykujjat oldalra, ha egyik sem.",,
goblin,Kobold,"Ha publikusan felvállalod, hogy a Kobold vagy amikor megjelölnek és kivégeznek azon a napon, a csapatod nyer.",,,,Claimed
godfather,Keresztapa,"Megtudod, hogy melyik Kívülállók vannak játékban. Ha az egyik meghalt aznap, válassz egy játékost aznap éjjel: meghal. (-1 vagy +1 Kívülálló)",Show each of the Outsider tokens in play.,If an Outsider died today: The Godfather points to a player. That player dies.,,"Halott,Died today"
golem,Gólem,"A játék során csak egyszer gyanúsíthatsz. Amikor így teszel, akkor az általad meggyanúsított játékos meghal, kivéve, ha ő a Démon.",,,,Can not nominate
goon,Fajankó,"Éjjelente az első játékos, aki kiválaszt a képességével, részeg lesz szürkületig. Átkerülsz a csapatába.",,,,Drunk
gossip,Pletykafészek,"Mindennap tehetsz egy publikus kijelentést. Ha igaz volt, aznap éjjel egy játékos meghal.",,If the Gossip’s public statement was true: Choose a player not protected from dying tonight. That player dies.,,Halott
grandmother,Nagymama,"Megismersz egy Jó játékost és karakterét. Ha a Démon megöli, te is meghalsz.",Show the marked character token. Point to the marked player.,If the Grandmother’s grandchild was killed by the Demon tonight: The Grandmother dies.,,Grandchild
gunslinger,Fegyveforgató,"Minden nap az első szavazás után kiválaszthatsz egy játékost, aki szavazazott: meghal.",,,,
harlot,Szajha,"Éjjelente* válassz egy élő játékost: ha beleegyezik megtudod a karakterét, de lehet, hogy mindketten meghaltok.",,"The Harlot points at any player. Then, put the Harlot to sleep. Wake the chosen player, show them the 'This character selected you' token, then the Harlot token. That player either nods their head yes or shakes their head no. If they nodded their head yes, wake the Harlot and show them the chosen player's character token. Then, you may decide that both players die.",,Halott
harpy,Harpy,"Each night, choose 2 players: tomorrow, the 1st player is mad that the 2nd is evil, or both might die.","Wake the Harpy; they point at one player, then another. Wake the 1st player the Harpy pointed to, show them the 'This character has selected you' card, show them the Harpy token, then point at the 2nd player the Harpy pointed to.","Wake the Harpy; they point at one player, then another. Wake the 1st player the Harpy pointed to, show them the 'This character has selected you' card, show them the Harpy token, then point at the 2nd player the Harpy pointed to.",,"Mad, 2nd"
hellslibrarian,Pokol könyvtárosa,"Valami rossz történhet azzal, aki beszél amikor a Mesélő csendet kér.",,,,Something Bad
heretic,Eretnek,"Akárki is nyer, az veszít - akárki veszít, az nyer. Még akkor is, ha halott vagy.",,,,
highpriestess,High Priestess,"Each night, learn which player the Storyteller believes you should talk to most.",Point to a player.,Point to a player.,,
huntsman,Vadász,"Egyszer a játék során, éjjel, válassz egy élő játékost: ha a Leányt választod, akkor ő egy játékban nem lévő Városivá változik. [+ a Leány]","The Huntsman shakes their head 'no' or points to a player. If they point to the Damsel, wake that player, show the 'You are' card and a not-in-play character token.","The Huntsman shakes their head 'no' or points to a player. If they point to the Damsel, wake that player, show the 'You are' card and a not-in-play character token.",,No ability
imp,Pokolfajzat,"Éjjelente* válassz egy játékost, aki meghal. Ha így magadat ölöd meg, az egyik Követőd lesz az új Démon.",,"The Imp points to a player. That player dies. If the Imp chose themselves: Replace the character of 1 alive minion with a spare Imp token. Show the 'You are' card, then the Imp token.",,Halott
innkeeper,Fogadós,"Éjjelente* válassz két játékost: Nem halhatnak meg aznap éjjel, de egyikük részeg lesz szürkületig.",,The previously protected and drunk players lose those markers. The Innkeeper points to two players. Those players are protected. One is drunk.,,"Részeg,Védett"
investigator,Nyomozó,"Megtudod, hogy 2 játékos közül az egyik egy bizonyos Követő.","Show the character token of a Minion in play. Point to two players, one of which is that character.",,,"Minion,Wrong"
judge,Bíró,"A játék során egyszer, ha egy másik játékost kijelölnek, eldöntheted (kényszerítheted), hogy az adott kivégzés sikeres, vagy sikertelen legyen.",,,,No ability
juggler,Zsonglőr,"Az első napodon, publikusan jelöld meg maximum 5 játékos karakterét. Aznap éjjel megtudod mennyi volt helyes.",,"If today was the Juggler’s first day: Show the hand signal for the number (0, 1, 2, etc.) of 'Correct' markers. Remove markers.",,Correct
king,Király,"Éjjelente ha a halottak többen vannak, mint az élők, megtudsz 1 élő karaktert. A Démon tudja ki vagy.","Wake the Demon, show them the 'This character selected you' card, show the King token and point to the King player.","If there are more Halott than living, show the King a character token of a living player.",,
klutz,Balfácán,"Amikor megtudod hogy meghaltál, publikusan válassz egy élő játékost: ha ő Gonosz, a csapatod veszített.",,,,
knight,Knight,You start knowing 2 players that are not the Demon.,Point to 2 non-Demon players.,,,"Know, Know"
legion,Légió,"Éjjelente* egy játékos meghalhat. Sikertelen a kivégzés, ha csak Gonoszak szavaznak. Követőnek látszol te is. (legtöbb játékos Légió)",,"Choose a player, that player dies.",,"About to die,Halott"
leviathan,Leviatán,"Ha több, mint 1 Jó játékos kivégzésre kerül, a Gonoszak nyernek. Minden játékos tudja, hogy játékban vagy. Az 5. nap után nyernek a Gonoszak.",Place the Leviathan 'Day 1' marker. Announce 'The Leviathan is in play; this is Day 1.',Change the Leviathan Day reminder for the next day.,,"Day 1,Day 2,Day 3,Day 4,Day 5,Good player executed"
librarian,Könyvtáros,"Megtudod, hogy 2 játékos közül az egyik egy bizonyos Kívülálló (vagy hogy nincs Kívülálló a játékban).","Show the character token of an Outsider in play. Point to two players, one of which is that character.",,,"Outsider,Wrong"
lilmonsta,Szörnyecske,"Éjjelente Követők döntenek, ki őrzi a Szörnyecskét és kapja meg a ""A Démon"" tokent. Egy játékos meghal éjszakánként. (+1 Követő)","Wake all Minions together, allow them to vote by pointing at who they want to babysit Lil' Monsta.","Wake all Minions together, allow them to vote by pointing at who they want to babysit Lil' Monsta. Choose a player, that player dies.","Halott,Is the Demon",
lleech,Lleech,"Éjjelente* válassz egy játékost: meghal. Első éjjeleden válassz egy élő játékost: mérgezett lesz. Meghalsz, ha (és csak akkor ha) ő meghal.",The Lleech points to a player. Place the Poisoned reminder token.,The Lleech points to a player. That player dies.,,"Halott,Poisoned"
lunatic,Holdkóros,"Azt hiszed, hogy te vagy a Démon, de nem. A Démon tudja ki vagy és kit választasz éjjel.","If 7 or more players: Show the Lunatic a number of arbitrary 'Minions', players equal to the number of Minions in play. Show 3 character tokens of arbitrary good characters. If the token received by the Lunatic is a Demon that would wake tonight: Allow the Lunatic to do the Demon actions. Place their 'attack' markers. Wake the Demon. Show the Demon’s real character token. Show them the Lunatic player. If the Lunatic attacked players: Show the real demon each marked player. Remove any Lunatic 'attack' markers.","Allow the Lunatic to do the actions of the Demon. Place their 'attack' markers. If the Lunatic selected players: Wake the Demon. Show the 'attack' marker, then point to each marked player. Remove any Lunatic 'attack' markers.",,"Attack 1,Attack 2,Attack 3"
lycanthrope,Vérfarkas,"Éjjelente* válassz egy élő játékost: ha az illető Jó, akkor meghal, de csak ő halhat meg aznap éjjel.",,"The Lycanthrope points to a living player: if good, they die and no one else can die tonight.",,Halott
magician,Bűvész,A Démon azt hiszi Követő vagy. A Követők azt hiszik Démon vagy.,,,,
marionette,Marionett,"Azt hiszed egy Jó karakter vagy, de nem. A Démon tudja ki vagy. (Démon szomszédja vagy)",Select one of the good players next to the Demon and place the Is the Marionette reminder token. Wake the Demon and show them the Marionette.,,Is the Marionette,
mastermind,Lángész,"Ha a Démon meghal kivégzés által (vége a játéknak), játsszatok még 1 napot. Ha egy játékost kivégeznek, a csapata veszít.",,,,
mathematician,Matematikus,"Éjjelente, megtudod hány játékos képessége működik rendellenesen (virradat óta) egy másik karakter képessége miatt.","Show the hand signal for the number (0, 1, 2, etc.) of players whose ability malfunctioned due to other abilities.","Show the hand signal for the number (0, 1, 2, etc.) of players whose ability malfunctioned due to other abilities.",,Abnormal
matron,Matróna,"Minden nap választhatsz 3 pár játékost akik ülőhelyet cserélnek. A játékosok nem hagyhatják el az ülőhelyüket, hogy privátban beszélgessenek.",,,,
mayor,Polgármester,"Ha 3 játékos van életben és nappal nem végeztek ki senkit, nyer a csapatod. Ha éjjel bármikor meghalnál lehet, hogy más hal meg helyetted.",,,,
mezepheles,Mezephelész,"Megtudsz egy titkos szót. Az első Jó játékos, aki kimondja a szót, Gonosz lesz aznap éjjeltől.",Show the Mezepheles their secret word.,Wake the 1st good player that said the Mezepheles' secret word and show them the 'You are' card and the thumbs down evil signal.,,"No ability,Turns evil"
minstrel,Vándorénekes,"Amikor egy Követő meghal kivégzéssel, minden más játékos (Utazókon kívül) részeg lesz a következő szürkületig.",,,,Everyone drunk
monk,Szerzetes,Éjjelente* válassz egy játékost (magadat nem lehet): Ő biztonságban van a Démontól aznap éjjel.,,The previously protected player is no longer protected. The Monk points to a player not themself. Mark that player 'Protected'.,,Protected
moonchild,Holdgyermek,"Amikor megtudod hogy meghaltál, publikusan válassz egy élő játékost. Ha egy Jó játékos volt akkor aznap éjjel meghal.",,"If the Moonchild used their ability to target a player today: If that player is good, they die.",,Halott
mutant,Mutáns,"Ha az a rögeszméd, hogy Kívülálló vagy, kivégezhetnek.",,,,
nightwatchman,Éjjeliőr,"Egyszer a játék alatt éjjel válassz egy játékost: megtudja, hogy ki vagy.","The Nightwatchman may point to a player. Wake that player, show the 'This character selected you' card and the Nightwatchman token, then point to the Nightwatchman player.","The Nightwatchman may point to a player. Wake that player, show the 'This character selected you' card and the Nightwatchman token, then point to the Nightwatchman player.",,No ability
noble,No Dashii,Éjjelente* válassz egy játékost: meghal. 2 Városi szomszédod mérgezett.,"Point to 3 players including one evil player, in no particular order.",,,Seen
nodashii,Nemes,"Megtudsz 3 játékost, 1 és csak 1 közülük Gonosz.",,The No Dashii points to a player. That player dies.,,"Halott,Poisoned"
oracle,Orákulum,"Éjjelente* megtudod, hogy hány halott játékos Gonosz.",,"Show the hand signal for the number (0, 1, 2, etc.) of Halott evil players.",,
organgrinder,Organ Grinder,All players keep their eyes closed when voting & the vote tally is secret. Votes for you only count if you vote.,,,,About to die
pacifist,Pacifista,Kivégzett Jó játékos talán nem hal meg.,,,,
philosopher,Filozófus,"Egyszer a játék során, éjjel, válassz egy Jó karaktert: megkapod a képességét. Ha ez a karakter játékban van, részeg lesz.","The Philosopher either shows a 'no' head signal, or points to a good character on their sheet. If they chose a character: Swap the out-of-play character token with the Philosopher token. Or, if the character is in play, place the drunk marker by that player and the Not the Philosopher token by the Philosopher.","If the Philosopher has not used their ability: the Philosopher either shows a 'no' head signal, or points to a good character on their sheet. If they chose a character: Swap the out-of-play character token with the Philosopher token. Or, if the character is in play, place the drunk marker by that player and the Not the Philosopher token by the Philosopher.","Drunk,Is the Philosopher",
pithag,Banya,"Éjjelente* válassz egy játékost és egy karaktert és azzá válik (ha nincs játékban). Ha egy Démon készül, a halálokról a Mesélő dönt azon az éjjelen.",,"The Pit-Hag points to a player and a character on the sheet. If this character is not in play, wake that player and show them the 'You are' card and the relevant character token. If the character is in play, nothing happens.",,
