id,name,ability,firstNightReminder,otherNightReminder,remindersGlobal,reminders
gunslinger,Pistolero,"Cada dia, luego de que la primera votación haya sido contada, podés elegir un jugador que haya votado: muere.",,,,
harlot,Ramera,"Cada noche*, elegí un jugador vivo: si está de acuerdo, aprendes su personaje, pero puede que ambos mueran.",,"La Ramera apunta a un jugador. Luego, manda a la Ramera a dormir. Desperta al jugador Elegido, mostrale la carta 'Este personaje te eligio', y después la ficha de la Ramera. El jugador debe asentir o negar. Si asiente, desperta a la Ramera y mostrale la ficha de personaje del jugador Elegido. Luego, podés decidir que ambos jugadores mueran.",,Muerta
harpy,Harpy,"Each night, choose 2 players: tomorrow, the 1st player is mad that the 2nd is evil, or both might die.","Wake the Harpy; they point at one player, then another. Wake the 1st player the Harpy pointed to, show them the 'This character has selected you' card, show them the Harpy token, then point at the 2nd player the Harpy pointed to.","Wake the Harpy; they point at one player, then another. Wake the 1st player the Harpy pointed to, show them the 'This character has selected you' card, show them the Harpy token, then point at the 2nd player the Harpy pointed to.",,"Mad, 2nd"
hellslibrarian,Bibliotecario del Infierno,Algo malo puede pasar a quien se que hable cuando el Narrador haya pedido silencio.,,,,Algo Malo
heretic,Hereje,"Quien sea que gane, pierde & quien sea que pierda, gana, incluso si estás muerto.",,,,
highpriestess,High Priestess,"Each night, learn which player the Storyteller believes you should talk to most.",Point to a player.,Point to a player.,,
huntsman,Cazador,"Una vez por partida, en la noche, elegí un jugador vivo: la Damisela, si es elegida, se convierte en un Ciudadano fuera de juego. [+la Damisela]","El Cazador indica que 'no' con la cabeza o apunta a un jugador. Sí apuntan a la Damisela, desperta a ese jugador, mostrale la carta 'Vos sos' y una ficha de personaje fuera de juego.","El Cazador indica que 'no' con la cabeza o apunta a un jugador. Sí apuntan a la Damisela, desperta a ese jugador, mostrale la carta 'Vos sos' y una ficha de personaje fuera de juego.",,Sin habilidad
imp,Diablillo,"Cada noche*, Elegí un jugador: muere. Si te matas a vos mismo con esta habilidad, un Secuaz se convierte en el Diablillo.",,El Diablillo apunta a un jugador. Ese jugador muere. Si el Diablillo se eligió a sí mismo: Reemplaza el personaje de 1 secuaz vivo con la ficha adicional de Diablillo. Mostrale la carta 'Vos sos' y la ficha del Diablillo.,,Muerto
innkeeper,Tabernero,"Cada noche*, Elegí 2 jugadores: no pueden morir esta noche, pero 1 está borracho hasta el atardecer.",,Los jugadores previamente protegidos pierden sus marcadores. El Tabernero apunta a dos jugadores. Esos jugadores están protegidos. Uno esta borracho. ,,"Protegido,Borracho"
investigator,Investigador,Empezas sabiendo que 1 de 2 jugadores es un Secuaz en particular.,"Mostrale la ficha de personaje de un Secuaz en juego. Apunta a dos jugadores, uno de los cuales es ese personaje.",,,"Secuaz,Equivocado"
judge,Juez,"Una vez por partida, si otro jugador es nominado, podés decidir forzar que la ejecución actual ocurra o no.",,,,Sin habilidad
juggler,Malabarista,"En tu 1er dia, intenta adivinar, publicamente, los personajes de hasta 5 jugadores. Esa noche, aprendes cuántos eran correctos.",,"Si hoy fue el primer día del Malabarista: Mostrale la señal del número (0, 1, 2, etc.) de marcas 'Correcto'. Quita las marcas.",,Correcto
king,Rey,"Cada noche, si el número de muertos es mayor que los vivos, aprendes 1 personaje vivo. El Demonio sabe quien sos.","Desperta al Demonio, mostrale la carta 'Este personaje te eligio', mostrale la ficha del Rey y apunta al jugador Rey.","Si hay más muertos que vivos, mostrale al Rey la ficha de personaje de un jugador vivo.",,
klutz,Torpe,"Cuando aprendes que moriste, Elegí 1 jugador vivo públicamente: si es malvado, tu equipo pierde.",,,,
knight,Knight,You start knowing 2 players that are not the Demon.,Point to 2 non-Demon players.,,,"Know, Know"
legion,Legion,"Cada noche*, un jugador puede morir. Las ejecuciones fallan si solo vota el mal. También registras como Secuaz. [La mayoría de jugadores son Legión]",,"Elegí un jugador, ese jugador muere.",,"Muerto,Apunto de morir"
leviathan,Leviatán,"Si más de 1 jugador bueno es ejecutado, ganas. Todos los jugadores saben que estas en juego. Despues del dia 5, el mal gana.",Pone el marcador de 'Dia 1'. Anuncia: ' El Leviatan esta en juego: este es el Dia 1.',Cambia el recordatorio del Leviatán al siguiente dia.,,"Dia 1,Dia 2,Dia 3,Dia 4,Dia 5,Jugador bueno ejecutado"
librarian,Bibliotecario,Empezas sabiendo que 1 de 2 jugadores es un Forastero en particular. (O que hay 0 en juego.),"Mostrale la ficha de un Forastero en juego. Apunta a dos jugadores, de los cuales uno es ese personaje.",,,"Forastero,Equivocado"
lilmonsta,Pequeño Monstruo,"Cada noche, los Secuaces eligen quien cuida la ficha del Pequeño Monstruo y ""es el Demonio"". Un jugador muere cada noche*. [+1 Secuaz]","Desperta a todos los Secuazes juntos, permitiles votar apuntando a quien quieren que cuide al Pequeño Monstruo.","Desperta a todos los Secuazes juntos, permitiles votar apuntando a quien quieren que cuide al Pequeño Monstruo. Elegí un jugador, ese jugador muere.","Es el Demonio,Muerto",
lleech,Sanguijuela,"Cada noche*, Elegí un jugador: muere. Empezas eligiendo un jugador vivo: esta envenenado - moris solo si el muere.",La Sanguijuela apunta a un jugador. Pone el recordatorio de Envenenado.,La Sanguijuela apunta a un jugador. Ese jugador muere.,,"Muerto,Envenenado"
lunatic,Lunatico,"Crees ser el Demonio, pero no lo sos. El Demonio sabe quien sos y a quién Elegís en la noche.","Si hay 7 o más jugadores: Mostrale al Lunático un número de jugadores ""Secuaces"", igual a la cantidad de Secuaces en juego. Mostrale 3 fichas de personajes buenos arbitrarios. Si la ficha recibida por el Lunático es de un Demonio que se despierta de noche: Permitile al Lunático tomar las acciones del Demonio. Pone los marcadores de 'ataque'. Desperta al Demonio. Mostrale al Demonio la ficha de personaje real. Apunta al jugador Lunatico. Si el Lunático atacó jugadores: Mostrale al Demonio real cada jugador marcado. Quita cualquier marcador de 'ataque'.",Permitile al Lunático tomar las acciones del Demonio. Pone los marcadores de 'ataque'. Desperta al Demonio. Mostrale al Demonio la ficha de personaje real. Apunta al jugador Lunatico. Si el Lunático atacó jugadores: Mostrale al Demonio real cada jugador marcado. Quita cualquier marcador de 'ataque'.,,"Ataque 1,Ataque 2,Ataque 3"
lycanthrope,Licantropo,"Cada noche*, elegí un jugador vivo: si es bueno, muere, pero es el único jugador que puede morir esa noche.",,"El Licántropo apunta a un jugador vivo: si es bueno, muere y nadie más puede morir esa noche.",,Muerto
magician,Mago,El Demonio cree que sos un Secuaz. Los Secuaces creen que sos un Demonio.,,,,
marionette,Marioneta,Crees ser un personaje bueno pero no lo sos. El Demonio sabe quien sos. [Sos vecino del Demonio],Elegí uno de los jugadores buenos junto al Demonio y pone el recordatorio de que es la Marioneta. Desperta al Demonio y mostrale a la Marioneta.,,es la Marioneta,
mastermind,Mente Maestra,"Si el Demonio muere por ejecución (finalizando el juego), se juega 1 dia mas. Si un jugador es ejecutado, su equipo pierde.",,,,
mathematician,Matemático,"Cada noche, aprendes cuantas de las habilidades de los jugadores funcionaron de forma anormal (desde el amanecer) por la habilidad de otro personaje.","Mostrale la señal (0, 1, 2) igual a la cantidad de jugadores cuya habilidad funcionó mal por otra habilidad.","Mostrale la señal (0, 1, 2) igual a la cantidad de jugadores cuya habilidad funcionó mal por otra habilidad.",,Anormal
matron,Matrona,"Cada dia, podés elegir 3 conjuntos de 2 jugadores para que cambien sus asientos. Los jugadores no pueden dejar sus asientos para hablar en privado.",,,,
mayor,Alcalde,"Si solo 3 jugadores viven y nadie es ejecutado, tu equipo gana. Si moris en la noche, otro jugador puede morir.",,,,
mezepheles,Mezepheles,Empezas conociendo una palabra secreta. El 1er jugador bueno que dice esta palabra se vuelve malvado esa noche.,Mostrale a Mezepheles su palabra secreta.,Desperta al 1er jugador bueno que dijo la palabra secreta de Mezepheles y mostrale la carta 'Vos sos' y la señal de pulgar abajo malvado.,,"Se convierte en malo,Sin habilidad"
minstrel,Juglar,"Cuando un Secuaz muere por ejecución, todos los otros jugadores (menos Viajeros) están borrachos hasta mañana al atardecer.",,,,Todos borrachos
monk,Monje,"Cada noche*, Elegí un jugador (vos no): están a salvo del Demonio esta noche. ",,El jugador previamente protegido ya no está protegido. El Monje apunta a un jugador que no sea el mismo. Marca a ese jugador como 'Protegido'.,,Protegido
moonchild,Hijo de la Luna,"Cuando aprendes que moriste, Elegí 1 jugador vivo públicamente. Esta noche, si ese jugador era bueno, muere.",,"Si el Hijo de la Luna usó su habilidad hoy para elegir un jugador: Si ese jugador es bueno, muere.",,Muerto
mutant,Mutante,"Si estas 'enojado' por ser un Forastero, puede que seas ejecutado.",,,,
nightwatchman,Vigilante Nocturno,"Una vez por partida, en la noche, Elegí un jugador: aprende quien sos.","Puede que el Vigilante Nocturno apunte a un jugador. Desperta al jugador, mostrale la carta 'Este personaje te eligio' y la ficha del Vigilante Nocturno, después apunta al jugador Vigilante Nocturno.","Puede que el Vigilante Nocturno apunte a un jugador. Desperta al jugador, mostrale la carta 'Este personaje te eligio' y la ficha del Vigilante Nocturno, después apunta al jugador Vigilante Nocturno.",,Sin habilidad
noble,Noble,"Empezas conociendo a 3 jugadores, de los cuales 1 y solo 1 es malo.","Apunta a 3 jugadores incluyendo a uno malvado, sin ningun orden en particular.",,,Visto
nodashii,No Dashii,"Cada noche*, Elegí a un jugador: muere. Tus dos vecinos Ciudadanos son envenenados.",,El No Dashii apunta a un jugador. Ese jugador muere.,,"Muerto,Envenenado"
oracle,Oráculo,"Cada noche*, aprendes cuantos jugadores muertos son malvados.",,"Mostrale la señal (0, 1, 2) igual a la cantidad de jugadores malvado muertos",,
organgrinder,Organ Grinder,All players keep their eyes closed when voting & the vote tally is secret. Votes for you only count if you vote.,,,,About to die
pacifist,Pacifista,Puede que jugadores buenos ejecutados no mueran.,,,,
philosopher,Filósofo,"Una vez por partida, en la noche, elegí un personaje bueno: ganas su habilidad. Si el personaje está en juego, se emborracha.","El Filósofo indica que 'no' con la cabeza o apunta a un personaje bueno en su hoja. Si elige un personaje: Cambia la ficha del personaje fuera de juego con la del Filósofo. O, si el personaje está en juego, pone la marca de borracho junto al jugador, y la ficha No es el Filósofo junto al Filósofo.","Si el Filósofo no usó su habilidad: el Filósofo indica que 'no' con la cabeza o apunta a un personaje bueno en su hoja. Si elige un personaje: Cambia la ficha del personaje fuera de juego con la del Filósofo. O, si el personaje está en juego, pone la marca de borracho junto al jugador, y la ficha No es el Filósofo junto al Filósofo.","Borracho,No es el Filósofo",
pithag,Arpía,"Cada noche*, elegí un jugador y en que se personaje se convierte (si no está en juego). Si se crea un Demonio, las muertes esa noche son arbitrarias.",,"La Arpía apunta a un jugador y un personaje en su hoja. Si el personaje no está en juego, desperta al jugador y mostrale la carta 'Vos sos' y la ficha de personaje relevante. Si el personaje está en juego, no pasa nada.",,
pixie,Hada,"Empezas conociendo 1 Ciudadano en juego, Si estas enojado de ser ese personaje, ganas su habilidad cuando muere.",Mostrale 1 ficha de personaje de Ciudadano en juego a la Hada.,,,"Enojado,Tiene habilidad"
po,Po,"Cada noche*, podés elegir un jugador: muere. Si la ultima vez no elegiste a nadie, esta noche elegí a 3 jugadores.",,Chosen players die Si el Po no Elegío a nadie la noche anterior: El Po apunta a tres jugadores. De lo contrario: El Po indica que 'no' con la cabeza o apunta a un jugador. Los jugadores elegidos mueren.,,"Muerto,3 ataques"
poisoner,Envenenador,"Cada noche, Elegí a un jugador: esta envenenado esta noche y el dia de mañana.",El Envenenador apunta a un jugador. Ese jugador está envenenado.,El jugador previamente envenenado deja de estar envenenado. El Envenenador apunta a un jugador. Ese jugador está envenenado.,,Envenenado
politician,Político,"Si sos el jugador más responsable de que tu equipo pierda, cambias de alineamiento y ganas, incluso si estás muerto.",,,,
poppygrower,Cultivador de Amapolas,"Los Secuaces y el Demonio no se conocen entre sí. Si moris, aprenden quienes son esta noche.",No le digas al Demonio/Secuaces quienes son los otros.,"Si el Cultivador de Amapolas murió, mostrales a los Secuaces/Demonio quienes son los otros.",,El mal despierta
